ward,type,location,year,est_cost,id,intersection_1,intersection_2,intersection_3,intersection_4,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat_3,lon_3,query_3,lat_4,lon_4,query_4
29,Alley Resurface Menu,N MEADE AV & N MOODY AV & W NORTH AV & W WABANSIA AV,2007,23056,23169,N MEADE AV & W NORTH AV,N MOODY AV & W NORTH AV,N MEADE AV & W WABANSIA AV,N MOODY AV & W WABANSIA AV,41.9092356,-87.7776493,google,41.90921528000007,-87.77886575099996,census,41.91105236800007,-87.77770802299995,census,41.91104030900004,-87.77892604899995,census
38,Alley Resurfacing Menu,N MEADE AVE & W BERTEAU AVE & N MOODY AVE & W MONTROSE AVE,2013,66861,30925,N MEADE AVE & W BERTEAU AVE,N MOODY AVE & W BERTEAU AVE,N MEADE AVE & W MONTROSE AVE,N MOODY AVE & W MONTROSE AVE,41.956666030000065,-87.77934411699994,census,41.95665397000005,-87.78057018299995,census,41.960320108000076,-87.77946069399997,census,41.96030402800005,-87.78068273999997,census
29,Alley Speed Hump Menu,W WABANSIA AVE & N MEADE AVE & N MOODY AVE & W NORTH AVE,2019,350,42040,N MEADE AVE & W WABANSIA AVE,N MOODY AVE & W WABANSIA AVE,N MEADE AVE & W NORTH AVE,N MOODY AVE & W NORTH AVE,41.91105236800007,-87.77770802299995,census,41.91104030900004,-87.77892604899995,census,41.909231359000046,-87.77765174499996,census,41.90921528000007,-87.77886575099996,census
33,Alley Speed Hump Menu,N CALIFORNIA AV & N MOZART DR & W BERTEAU AV & W CULLOM AV,2005,1750,26515,N CALIFORNIA AV & W BERTEAU AV,N MOZART DR & W BERTEAU AV,N CALIFORNIA AV & W CULLOM AV,N MOZART DR & W CULLOM AV,41.957602664000035,-87.69835142699998,census,41.95759462400008,-87.69957749299994,census,41.9594274,-87.6984243,google,41.95940357300003,-87.69962975099997,census
35,Alley Resurface Menu,W PALMER & W SHAKESPEARE AV & N RICHMOND ST & N MOZART DR,2008,11006,28257,N RICHMOND ST & W PALMER,N MOZART DR & W PALMER,N RICHMOND ST & W SHAKESPEARE AV,N MOZART DR & W SHAKESPEARE AV,41.9216595,-87.7001117,google,41.92168095000005,-87.69871723699998,census,41.92061970000003,-87.70008801799997,census,41.92063176000005,-87.69868909799999,census
40,Alley Resurfacing Menu,N FRANCISCO AVE & W AINSLIE ST & W ARGYLE ST & N MOZART ST,2021,42822.22,32662,N FRANCISCO AVE & W AINSLIE ST,N MOZART ST & W AINSLIE ST,N FRANCISCO AVE & W ARGYLE ST,N MOZART ST & W ARGYLE ST,41.97070347700003,-87.70120554699997,census,41.9707183,-87.6999722,google,41.97215867600005,-87.70124976599999,census,41.97216671600006,-87.70002771999998,census
33,Alley Speed Hump Menu,N CALIFORNIA AV & N MOZART ST & W BELLE PLAINE AV & W BERTEAU AV,2007,1050,26613,N CALIFORNIA AV & W BELLE PLAINE AV,N MOZART ST & W BELLE PLAINE AV,N CALIFORNIA AV & W BERTEAU AV,N MOZART ST & W BERTEAU AV,41.9557982,-87.6982968,google,41.95578165500007,-87.69952121399996,census,41.957602664000035,-87.69835142699998,census,41.95759462400008,-87.69957749299994,census
33,Alley Resurfacing Menu,N CALIFORNIA AVE & W BELLE PLAINE AVE & N MOZART ST & W BERTEAU AVE,2013,10697,26809,N CALIFORNIA AVE & W BELLE PLAINE AVE,N MOZART ST & W BELLE PLAINE AVE,N CALIFORNIA AVE & W BERTEAU AVE,N MOZART ST & W BERTEAU AVE,41.9557982,-87.6982968,google,41.95578165500007,-87.69952121399996,census,41.957602664000035,-87.69835142699998,census,41.95759462400008,-87.69957749299994,census
33,Alley Resurfacing Menu,W BELLE PLAINE AVE & N CALIFORNIA AVE & W BERTEAU AVE & N MOZART ST,2017,30573.49,26982,N CALIFORNIA AVE & W BELLE PLAINE AVE,N MOZART ST & W BELLE PLAINE AVE,N CALIFORNIA AVE & W BERTEAU AVE,N MOZART ST & W BERTEAU AVE,41.9557982,-87.6982968,google,41.95578165500007,-87.69952121399996,census,41.957602664000035,-87.69835142699998,census,41.95759462400008,-87.69957749299994,census
1,Alley Resurfacing Menu,N FRANCISCO AVE & W CORTLAND ST & W BLOOMINGDALE AVE & N MOZART ST,2022,17907.99,40278,N FRANCISCO AVE & W CORTLAND ST,N MOZART ST & W CORTLAND ST,N FRANCISCO AVE & W BLOOMINGDALE AVE,N MOZART ST & W BLOOMINGDALE AVE,41.91565513900008,-87.69925188199994,census,41.91566719900004,-87.69817455199995,census,41.91394266700007,-87.69919158399995,census,41.91399894600005,-87.69812631299999,census
33,Alley Resurfacing Menu,W IRVING PARK RD & N FRANCISCO AVE & N MOZART ST & W BYRON ST,2019,45120.19,27045,N FRANCISCO AVE & W IRVING PARK RD,N MOZART ST & W IRVING PARK RD,N FRANCISCO AVE & W BYRON ST,N MOZART ST & W BYRON ST,41.95396466600005,-87.70068296199997,census,41.95397270500007,-87.69946091599996,census,41.9521366,-87.7006252,google,41.95214767700003,-87.69940865699994,census
26,Alley Resurfacing Menu,N FRANCISCO AVE & W WALTON ST & N MOZART ST & W CHICAGO AVE,2019,28156.935,41721,N FRANCISCO AVE & W WALTON ST,N MOZART ST & W WALTON ST,N FRANCISCO AVE & W CHICAGO AVE,N MOZART ST & W CHICAGO AVE,41.8980408,-87.6992276,google,41.89806411200004,-87.69800571699994,census,41.8956259,-87.6991589,google,41.89565218000007,-87.69794541799996,census
33,Alley Resurfacing Menu,N FRANCISCO AVE & W MONTROSE AVE & N MOZART ST & W CULLOM AVE,2019,22770.49,42475,N FRANCISCO AVE & W MONTROSE AVE,N MOZART ST & W MONTROSE AVE,N FRANCISCO AVE & W CULLOM AVE,N MOZART ST & W CULLOM AVE,41.961236642000074,-87.70090807499997,census,41.96124468200003,-87.69968602999995,census,41.959399553000026,-87.70085179699998,census,41.95940357300003,-87.69962975099997,census
50,Alley Speed Hump Menu,N CALIFORNIA AV & N MOZART ST & W GRANVILLE AV & W GLENLAKE AV,2005,1750,39761,N CALIFORNIA AV & W GRANVILLE AV,N MOZART ST & W GRANVILLE AV,N CALIFORNIA AV & W GLENLAKE AV,N MOZART ST & W GLENLAKE AV,41.9939701,-87.6995137,google,41.99396656500005,-87.70072718099999,census,41.99218977400005,-87.69945689599996,census,41.99218173500003,-87.70067090199996,census
33,Alley Resurfacing Menu,N FRANCISCO AVE & W MONTROSE AVE & N MOZART ST & W SUNNYSIDE AVE,2019,46839.09,27041,N FRANCISCO AVE & W MONTROSE AVE,N MOZART ST & W MONTROSE AVE,N FRANCISCO AVE & W SUNNYSIDE AVE,N MOZART ST & W SUNNYSIDE AVE,41.961236642000074,-87.70090807499997,census,41.96124468200003,-87.69968602999995,census,41.963058,-87.7009669,google,41.96306971100006,-87.69974230799994,census
29,Alley Resurfacing Menu,N MOBILE AVE & W CORTLAND ST & N MULLIGAN AVE & W BLOOMINGDALE AVE,2018,7642.96,23559,N MOBILE AVE & W CORTLAND ST,N MULLIGAN AVE & W CORTLAND ST,N MOBILE AVE & W BLOOMINGDALE AVE,N MULLIGAN AVE & W BLOOMINGDALE AVE,41.914642128000025,-87.78217813799995,census,41.91462202800005,-87.78351274099998,census,41.91282111900006,-87.78257208699995,census,41.91280905900004,-87.78345646199995,census
36,Alley Resurfacing Menu,N MOBILE AVE & W DICKENS AVE & W PALMER ST & N MULLIGAN AVE,2021,42151.94,29676,N MOBILE AVE & W DICKENS AVE,N MULLIGAN AVE & W DICKENS AVE,N MOBILE AVE & W PALMER ST,N MULLIGAN AVE & W PALMER ST,41.91826002600004,-87.78283337999994,census,41.918243947000065,-87.78405944499997,census,41.92062372000004,-87.78291377699998,census,41.92031820900007,-87.78411974399995,census
30,Alley Resurfacing Menu,W DIVERSEY AVE & N MOBILE AVE & N MULLIGAN AVE & WSCHUBERT AVE,2022,6987.04,42253,N MOBILE AVE & W DIVERSEY AVE,N MULLIGAN AVE & W DIVERSEY AVE,N MOBILE AVE & WSCHUBERT AVE,N MULLIGAN AVE & WSCHUBERT AVE,41.9310344,-87.7832424,google,41.931019149000065,-87.78447349399994,census,41.9291996,-87.7831817,google,41.9291795,-87.7844062,google
45,Alley Resurfacing Menu,N MULLIGAN AVE & W CATALPA AVE & N NAGLE AVE & W BALMORAL AVE,2015,739,36456,N MULLIGAN AVE & W CATALPA AVE,N NAGLE AVE & W CATALPA AVE,N MULLIGAN AVE & W BALMORAL AVE,N NAGLE AVE & W BALMORAL AVE,41.981090866000045,-87.78655579499997,census,41.98107880600003,-87.78776980099997,census,41.97927789600004,-87.78659197399998,census,41.979273876000036,-87.78780195999997,census
36,Alley Apron Menu,N NATCHEZ AVE & W PALMER ST & W BELDEN AVE & N NAGLE AVE,2021,11380.155,42661,N NATCHEZ AVE & W PALMER ST,N NAGLE AVE & W PALMER ST,N NATCHEZ AVE & W BELDEN AVE,N NAGLE AVE & W BELDEN AVE,41.9200195,-87.7877811,google,41.92003279700003,-87.78655579499997,census,41.92184174600004,-87.78783411899997,census,41.92185380600006,-87.78661207399995,census
36,Alley Speed Hump Menu,N NARRAGANSETT AVE & W BELDEN AVE & N NAGLE AVE & W PALMER ST,2018,1400,29541,N NARRAGANSETT AVE & W BELDEN AVE,N NAGLE AVE & W BELDEN AVE,N NARRAGANSETT AVE & W PALMER ST,N NAGLE AVE & W PALMER ST,41.92186586500003,-87.78538600799999,census,41.92185380600006,-87.78661207399995,census,41.920040836000055,-87.78532972999994,census,41.92003279700003,-87.78655579499997,census
29,Alley Resurfacing Menu,N NATOMA AVE & W CORTLAND ST & W BLOOMINGDALE AVE & N NASHVILLE AVE,2022,22075.835,42087,N NATOMA AVE & W CORTLAND ST,N NASHVILLE AVE & W CORTLAND ST,N NATOMA AVE & W BLOOMINGDALE AVE,N NASHVILLE AVE & W BLOOMINGDALE AVE,41.914525551000054,-87.79128720299997,census,41.91453761100007,-87.79006113699995,census,41.91270454200003,-87.79123092399999,census,41.91272062100006,-87.79000485899996,census
45,Alley Speed Hump Menu,W FOSTER AVE & W CARMEN AVE & N NEENAH AVE & N NASHVILLE AVE,2012,700,36300,N NEENAH AVE & W FOSTER AVE,N NASHVILLE AVE & W FOSTER AVE,N NEENAH AVE & W CARMEN AVE,N NASHVILLE AVE & W CARMEN AVE,41.97563587800005,-87.79029830999997,census,41.97562381900008,-87.79150829699995,census,41.973822909000035,-87.79033448899997,census,41.97381085000006,-87.79154045599995,census
36,Street Resurfacing Menu,W NELSON ST & N NARRAGANSETT AVE & W BARRY AVE & N NATCHEZ AVE,2016,10461.64,29468,N NARRAGANSETT AVE & W NELSON ST,N NATCHEZ AVE & W NELSON ST,N NARRAGANSETT AVE & W BARRY AVE,N NATCHEZ AVE & W BARRY AVE,41.93557770100006,-87.78584025499998,census,41.9368592,-87.675835,google,41.936494235000055,-87.78586839499997,census,41.93645805600005,-87.78831248599994,census
45,Alley Resurfacing Menu,N NAGLE AVE & W CATALPA AVE & N NATCHEZ AVE & W GREGORY ST,2015,2520,36457,N NAGLE AVE & W CATALPA AVE,N NATCHEZ AVE & W CATALPA AVE,N NAGLE AVE & W GREGORY ST,N NATCHEZ AVE & W GREGORY ST,41.98107880600003,-87.78776980099997,census,41.98106674600007,-87.78897978699996,census,41.98206367800003,-87.78774970199999,census,41.98205161900006,-87.78895566799997,census
36,Alley Resurfacing Menu,N NORMANDY AVE & W WELLINGTON AVE & W BARRY AVE & N NATOMA AVE,2022,19487.36,42695,N NORMANDY AVE & W WELLINGTON AVE,N NATOMA AVE & W WELLINGTON AVE,N NORMANDY AVE & W BARRY AVE,N NATOMA AVE & W BARRY AVE,41.934558,-87.7931252,google,41.934580769000036,-87.79191430499998,census,41.9363773,-87.793191,google,41.93640177800006,-87.79197460299997,census
29,Alley Resurfacing Menu,W WABANSIA AVE & N NASHVILLE AVE & W BLOOMINGDALE AVE & N NATOMA AVE,2015,34348,23412,N NASHVILLE AVE & W WABANSIA AVE,N NATOMA AVE & W WABANSIA AVE,N NASHVILLE AVE & W BLOOMINGDALE AVE,N NATOMA AVE & W BLOOMINGDALE AVE,41.91089961200004,-87.78994857999999,census,41.91088353300006,-87.79117464599994,census,41.91272062100006,-87.79000485899996,census,41.91270454200003,-87.79123092399999,census
29,Alley Resurfacing Menu,N NORMANDY AVE & W ARMITAGE AVE & N NATOMA AVE & W CORTLAND ST,2016,40140.81,23454,N NORMANDY AVE & W ARMITAGE AVE,N NATOMA AVE & W ARMITAGE AVE,N NORMANDY AVE & W CORTLAND ST,N NATOMA AVE & W CORTLAND ST,41.916334,-87.7925598,google,41.9163435,-87.7913273,google,41.9145079,-87.7925006,google,41.914525551000054,-87.79128720299997,census
29,Alley Resurfacing Menu,N NASHVILLE AVE & W WABANSIA AVE & W NORTH AVE & N NATOMA AVE,2021,52996.64,23659,N NASHVILLE AVE & W WABANSIA AVE,N NATOMA AVE & W WABANSIA AVE,N NASHVILLE AVE & W NORTH AVE,N NATOMA AVE & W NORTH AVE,41.91089961200004,-87.78994857999999,census,41.91088353300006,-87.79117464599994,census,41.9090872,-87.789896,google,41.9090697,-87.791106,google
29,Alley Resurfacing Menu,N NORMANDY AVE & W WABANSIA AVE & N NATOMA AVE & W NORTH AVE,2016,18696.82,23455,N NORMANDY AVE & W WABANSIA AVE,N NATOMA AVE & W WABANSIA AVE,N NORMANDY AVE & W NORTH AVE,N NATOMA AVE & W NORTH AVE,41.9108642,-87.7923838,google,41.91088353300006,-87.79117464599994,census,41.909054,-87.7923458,google,41.9090697,-87.791106,google
45,Alley Resurfacing Menu,N NORMANDY AVE & W GREGORY ST & N NATOMA AVE & W RASCHER AVE,2020,29366.24,36699,N NORMANDY AVE & W GREGORY ST,N NATOMA AVE & W GREGORY ST,N NORMANDY AVE & W RASCHER AVE,N NATOMA AVE & W RASCHER AVE,41.9821177,-87.7938255,google,41.98207573800005,-87.79259768599997,census,41.9802693,-87.7938554,google,41.980262769000035,-87.79262984499996,census
36,Alley Speed Hump Menu,NTCHEZ AV & N NEENAH AV & W ADDISON ST & W CORNELIA AV,2006,1000,29049,NTCHEZ AV & W ADDISON ST,N NEENAH AV & W ADDISON ST,NTCHEZ AV & W CORNELIA AV,N NEENAH AV & W CORNELIA AV,41.945623399000056,-87.78878281299995,census,41.94559928000007,-87.78998475899994,census,41.94378229100005,-87.78870241499999,census,41.943762192000065,-87.78990838099998,census
36,Alley Resurface Menu,N NOTTINGHAM AV & N NEVA AV & W CORNELIA AV & W ADDISON ST,2007,23269,29128,N NOTTINGHAM AV & W CORNELIA AV,N NEVA AV & W CORNELIA AV,N NOTTINGHAM AV & W ADDISON ST,N NEVA AV & W ADDISON ST,41.94349285900006,-87.80447243299994,census,41.94346874000007,-87.80570653899997,census,41.94531386800003,-87.80454077099995,census,41.94528974900004,-87.80577487699998,census
38,Alley Speed Hump Menu,W IRVING PARK RD & W BYRON ST & N NOTTINGHAM AV & N NEVA AV,2009,1050,30767,N NOTTINGHAM AV & W IRVING PARK RD,N NEVA AV & W IRVING PARK RD,N NOTTINGHAM AV & W BYRON ST,N NEVA AV & W BYRON ST,41.9527606,-87.8048349,google,41.9527828,-87.8060634,google,41.95078091500005,-87.80475382499998,census,41.95075277600006,-87.80599195099995,census
29,Alley Resurfacing Menu,N HARLEM AVE & W GRAND AVE & N NEVA AVE & W ALTGELD ST,2015,13537,23414,N HARLEM AVE & W GRAND AVE,N NEVA AVE & W GRAND AVE,N HARLEM AVE & W ALTGELD ST,N NEVA AVE & W ALTGELD ST,41.924005,-87.8062431,google,41.9237034,-87.8043785,google,41.9262344,-87.8063311,google,41.9253267,-87.8044289,google
29,Alley Speed Hump Menu,N HARLEM AVE & W GRAND AVE & N NEVA AVE & W ALTGELD ST,2015,2100,23416,N HARLEM AVE & W GRAND AVE,N NEVA AVE & W GRAND AVE,N HARLEM AVE & W ALTGELD ST,N NEVA AVE & W ALTGELD ST,41.924005,-87.8062431,google,41.9237034,-87.8043785,google,41.9262344,-87.8063311,google,41.9253267,-87.8044289,google
29,Concrete Alley Menu,N HARLEM AVE & W GRAND AVE & N NEVA AVE & W ALTGELD ST,2019,18147.875,42041,N HARLEM AVE & W GRAND AVE,N NEVA AVE & W GRAND AVE,N HARLEM AVE & W ALTGELD ST,N NEVA AVE & W ALTGELD ST,41.924005,-87.8062431,google,41.9237034,-87.8043785,google,41.9262344,-87.8063311,google,41.9253267,-87.8044289,google
29,Concrete Alley Menu,N HARLEM AVE & W GRAND AVE & N NEVA AVE & W ALTGELD ST,2019,1628.615,42043,N HARLEM AVE & W GRAND AVE,N NEVA AVE & W GRAND AVE,N HARLEM AVE & W ALTGELD ST,N NEVA AVE & W ALTGELD ST,41.924005,-87.8062431,google,41.9237034,-87.8043785,google,41.9262344,-87.8063311,google,41.9253267,-87.8044289,google
29,Alley Speed Hump Menu,W ALTGELD ST & N HARLEM AVE & W GRAND AVE & N NEVA AVE,2017,350,42036,N HARLEM AVE & W ALTGELD ST,N NEVA AVE & W ALTGELD ST,N HARLEM AVE & W GRAND AVE,N NEVA AVE & W GRAND AVE,41.9262344,-87.8063311,google,41.9253267,-87.8044289,google,41.924005,-87.8062431,google,41.92372305300006,-87.80439605499998,census
29,Alley Resurfacing Menu,N NEWLAND AVE & W CORTLAND ST & W BLOOMINGDALE AVE & N NEW ENGLAND AVE,2022,39881.52,23735,N NEWLAND AVE & W CORTLAND ST,N NEW ENGLAND AVE & W CORTLAND ST,N NEWLAND AVE & W BLOOMINGDALE AVE,N NEW ENGLAND AVE & W BLOOMINGDALE AVE,41.91444515300003,-87.79861947699999,census,41.91445721300005,-87.79737331199999,census,41.91262012400006,-87.79855917899994,census,41.91263620400008,-87.79731703399995,census
29,Alley Speed Hump Menu,N NEWCASTLE AVE & W ARMITAGE AVE & N NEW ENGLAND AVE & W CORTLAND ST,2016,1400,23463,N NEWCASTLE AVE & W ARMITAGE AVE,N NEW ENGLAND AVE & W ARMITAGE AVE,N NEWCASTLE AVE & W CORTLAND ST,N NEW ENGLAND AVE & W CORTLAND ST,41.9162944,-87.7962033,google,41.91628224200008,-87.79742959099997,census,41.9144638,-87.7961476,google,41.91445721300005,-87.79737331199999,census
29,Alley Speed Hump Menu,N NEWLAND AVE & W ARMITAGE AVE & N NEW ENGLAND AVE & W CORTLAND ST,2016,2800,23459,N NEWLAND AVE & W ARMITAGE AVE,N NEW ENGLAND AVE & W ARMITAGE AVE,N NEWLAND AVE & W CORTLAND ST,N NEW ENGLAND AVE & W CORTLAND ST,41.91627018200006,-87.79867575599997,census,41.91628224200008,-87.79742959099997,census,41.91444515300003,-87.79861947699999,census,41.91445721300005,-87.79737331199999,census
36,Alley Speed Hump Menu,N NEWLAND AVE & W SCHUBERT AVE & N NEW ENGLAND AVE & W DIVERSEY AVE,2014,1400,29375,N NEWLAND AVE & W SCHUBERT AVE,N NEW ENGLAND AVE & W SCHUBERT AVE,N NEWLAND AVE & W DIVERSEY AVE,N NEW ENGLAND AVE & W DIVERSEY AVE,41.92902528500008,-87.79908578399994,census,41.92903734400005,-87.79785167899996,census,41.93084227400004,-87.79914206299998,census,41.93085433300007,-87.79791197699996,census
36,Alley Resurfacing Menu,N NEWLAND AVE & W SCHUBERT AVE & W DIVERSEY AVE & N NEW ENGLAND AVE,2021,38188.5,29679,N NEWLAND AVE & W SCHUBERT AVE,N NEW ENGLAND AVE & W SCHUBERT AVE,N NEWLAND AVE & W DIVERSEY AVE,N NEW ENGLAND AVE & W DIVERSEY AVE,41.92902528500008,-87.79908578399994,census,41.92903734400005,-87.79785167899996,census,41.93084227400004,-87.79914206299998,census,41.93085433300007,-87.79791197699996,census
36,Alley Resurfacing Menu,N NEWLAND AVE & W ALTGELD ST & W WRIGHTWOOD AVE & N NEW ENGLAND AVE,2021,38886.09,29678,N NEWLAND AVE & W ALTGELD ST,N NEW ENGLAND AVE & W ALTGELD ST,N NEWLAND AVE & W WRIGHTWOOD AVE,N NEW ENGLAND AVE & W WRIGHTWOOD AVE,41.925387287000035,-87.79896518799995,census,41.92539934600006,-87.79773108199998,census,41.927204276000055,-87.79902548599995,census,41.9272112,-87.7977882,google
38,Alley Resurface Menu(1),N OAK PARK AVE & N NEWCASTLE AVE & W GRACE ST & W BYRON ST,2011,26737,30856,N OAK PARK AVE & W GRACE ST,N NEWCASTLE AVE & W GRACE ST,N OAK PARK AVE & W BYRON ST,N NEWCASTLE AVE & W BYRON ST,41.94911266200006,-87.79613116699994,census,41.94908854200003,-87.79734115299999,census,41.9503471,-87.7961753,google,41.950905531000046,-87.79740949099994,census
36,Concrete Alley Menu,N NEW ENGLAND AVE & W WELLINGTON AVE & W GEORGE ST & N NEWCASTLE AVE,2022,4561.14,42704,N NEW ENGLAND AVE & W WELLINGTON AVE,N NEWCASTLE AVE & W WELLINGTON AVE,N NEW ENGLAND AVE & W GEORGE ST,N NEWCASTLE AVE & W GEORGE ST,41.93449233100006,-87.79803257399999,census,41.934508411000024,-87.79681052799998,census,41.93267534200004,-87.79797227499995,census,41.9326789,-87.7967347,google
41,New Alley Construction,W HOBART AVE & N HURLBUT ST & W NEW HAMPSHIRE ST & N NEWCASTLE AVE,2011,132000,33068,N HURLBUT ST & W HOBART AVE,N NEWCASTLE AVE & W HOBART AVE,N HURLBUT ST & W NEW HAMPSHIRE ST,N NEWCASTLE AVE & W NEW HAMPSHIRE ST,41.9835668,-87.7975912,google,41.98355907600006,-87.79758234599996,census,41.98517,-87.7997923,google,NA,NA,google
36,Alley Resurfacing Menu,W ROSCOE ST & N NEW ENGLAND AVE & N NEWCASTLE AVE & W SCHOOL ST,2022,36995.3,29729,N NEW ENGLAND AVE & W ROSCOE ST,N NEWCASTLE AVE & W ROSCOE ST,N NEW ENGLAND AVE & W SCHOOL ST,N NEWCASTLE AVE & W SCHOOL ST,41.941776367000045,-87.79825768699999,census,41.941796467000074,-87.79704770099994,census,41.939947318000065,-87.79818532899998,census,41.93996339800003,-87.79697534299999,census
36,Alley Resurfacing Menu,N NEW ENGLAND AVE & W WRIGHTWOOD AVE & W SCHUBERT AVE & N NEWCASTLE AVE,2021,39033.81,29677,N NEW ENGLAND AVE & W WRIGHTWOOD AVE,N NEWCASTLE AVE & W WRIGHTWOOD AVE,N NEW ENGLAND AVE & W SCHUBERT AVE,N NEWCASTLE AVE & W SCHUBERT AVE,41.9272112,-87.7977882,google,41.92722839500004,-87.79657737399998,census,41.92903734400005,-87.79785167899996,census,41.92904940400007,-87.79663365299996,census
29,Alley Resurfacing Menu,N NEW ENGLAND AVE & W BLOOMINGDALE AVE & W WABANSIA AVE & N NEWCASTLE AVE,2022,37054.39,23734,N NEW ENGLAND AVE & W BLOOMINGDALE AVE,N NEWCASTLE AVE & W BLOOMINGDALE AVE,N NEW ENGLAND AVE & W WABANSIA AVE,N NEWCASTLE AVE & W WABANSIA AVE,41.91263620400008,-87.79731703399995,census,41.91264826300005,-87.79609900799994,census,41.91081117500005,-87.79726075499997,census,41.9108239,-87.7960238,google
36,Concrete Alley Menu,N NEW ENGLAND AVE & W BARRY AVE & W WELLINGTON AVE & N NEWCASTLE AVE,2021,20268.9,42668,N NEW ENGLAND AVE & W BARRY AVE,N NEWCASTLE AVE & W BARRY AVE,N NEW ENGLAND AVE & W WELLINGTON AVE,N NEWCASTLE AVE & W WELLINGTON AVE,41.93631334000003,-87.79809287199998,census,41.936333440000055,-87.79686680599997,census,41.93449233100006,-87.79803257399999,census,41.934508411000024,-87.79681052799998,census
36,Alley Resurfacing Menu,N OAK PARK AVE & W ALTGELD ST & W WRIGHTWOOD AVE & N NEWCASTLE AVE,2021,40315.63,29680,N OAK PARK AVE & W ALTGELD ST,N NEWCASTLE AVE & W ALTGELD ST,N OAK PARK AVE & W WRIGHTWOOD AVE,N NEWCASTLE AVE & W WRIGHTWOOD AVE,41.925419446000035,-87.79529502999998,census,41.925407386000074,-87.79651707599999,census,41.92724045500006,-87.79535130899995,census,41.92722839500004,-87.79657737399998,census
49,Alley Resurfacing Menu,N GLENWOOD AVE & W DEVON AVE & W ARTHUR AVE & N NEWGARD AVE,2021,33952.32,39678,N GLENWOOD AVE & W DEVON AVE,N NEWGARD AVE & W DEVON AVE,N GLENWOOD AVE & W ARTHUR AVE,N NEWGARD AVE & W ARTHUR AVE,41.998139208000055,-87.66543256999995,census,41.99812312800003,-87.66674707299995,census,41.9999584,-87.6655835,google,41.99995217700007,-87.66679531099999,census
49,6 Alley Resurfacing Menu  A,N GLENWOOD AVE & W ALBION VE & N NEWGARD AVE & W NORTH SHORE AVE,2019,18427.65,43538,N GLENWOOD AVE & W ALBION VE,N NEWGARD AVE & W ALBION VE,N GLENWOOD AVE & W NORTH SHORE AVE,N NEWGARD AVE & W NORTH SHORE AVE,42.0024201,-87.6656649,google,42.0017693,-87.6668477,google,42.0034725,-87.6656979,google,42.00360625500008,-87.66690786799995,census
49,Alley Resurfacing Menu,N GLENWOOD AVE & W PRATT BLVD & N NEWGARD AVE & W NORTH SHORE AVE,2016,45362.67,39481,N GLENWOOD AVE & W PRATT BLVD,N NEWGARD AVE & W PRATT BLVD,N GLENWOOD AVE & W NORTH SHORE AVE,N NEWGARD AVE & W NORTH SHORE AVE,42.005471482000075,-87.66549688799995,census,42.00543530300007,-87.66696012699998,census,42.0034725,-87.6656979,google,42.00360625500008,-87.66690786799995,census
36,Alley Resurface Menu,W BELMONT AV & W FLETCHER ST & N SAYRE AV & N NEWLAND AV,2008,21436,29187,N SAYRE AV & W BELMONT AV,N NEWLAND AV & W BELMONT AV,N SAYRE AV & W FLETCHER ST,N NEWLAND AV & W FLETCHER ST,41.938078071000064,-87.80121632399994,census,41.93810621000006,-87.79938325599994,census,41.93717359600004,-87.80118818499994,census,41.93720173500003,-87.79934707699994,census
36,Alley Speed Hump Menu,N NEW ENGLAND AV & N NEWLAND AV & W NORTH AV & W WABANSIA AV,2007,1000,29131,N NEW ENGLAND AV & W NORTH AV,N NEWLAND AV & W NORTH AV,N NEW ENGLAND AV & W WABANSIA AV,N NEWLAND AV & W WABANSIA AV,41.90899418600003,-87.79720045699997,census,41.909023,-87.7984478,google,41.91081117500005,-87.79726075499997,census,41.910795095000026,-87.79850691999997,census
36,Alley Speed Hump Menu,N NEW ENGLAND AV & N NEWLAND AV & W GEORGE ST & W WELLINGTON AV,2006,1000,29046,N NEW ENGLAND AV & W GEORGE ST,N NEWLAND AV & W GEORGE ST,N NEW ENGLAND AV & W WELLINGTON AV,N NEWLAND AV & W WELLINGTON AV,41.93267534200004,-87.79797227499995,census,41.93265926300006,-87.79920236099997,census,41.93449233100006,-87.79803257399999,census,41.934476252000024,-87.79925863899996,census
29,Alley Resurfacing Menu,N SAYRE AVE & W WABANSIA AVE & N NEWLAND AVE & W NORTH AVE,2019,24908.25,23601,N SAYRE AVE & W WABANSIA AVE,N NEWLAND AVE & W WABANSIA AVE,N SAYRE AVE & W NORTH AVE,N NEWLAND AVE & W NORTH AVE,41.91077499600004,-87.80033596899995,census,41.910795095000026,-87.79850691999997,census,41.9090007,-87.8002767,google,41.909023,-87.7984478,google
29,Alley Resurfacing Menu,N SAYRE AVE & W WABANSIA AVE & N NEWLAND AVE & W NORTH AVE,2019,4467,23605,N SAYRE AVE & W WABANSIA AVE,N NEWLAND AVE & W WABANSIA AVE,N SAYRE AVE & W NORTH AVE,N NEWLAND AVE & W NORTH AVE,41.91077499600004,-87.80033596899995,census,41.910795095000026,-87.79850691999997,census,41.9090007,-87.8002767,google,41.909023,-87.7984478,google
