ward,item,location,cost
13,Street Resurfacing Menu (1-5) (2019),ON W 59TH ST FROM S NATCHEZ AVE  (6434 W) TO S NARRAGANSETT AVE  (6400 W),"$47,635.84"
13,Street Resurfacing Menu (2019),ON S KEELER AVE FROM W 64TH ST  (6400 S) TO W 65TH ST  (6500 S),"$43,515.07"
13,Street Resurfacing Menu (2019),ON W 60TH ST FROM S MASON AVE  (5930 W) TO S AUSTIN AVE  (6000 W),"$40,000.00"
13,Street Speed Hump Menu (2019),ON W 57TH ST FROM S KARLOV AVE  (4100 W) TO S KEELER AVE  (4200 W),"$4,700.00"
13,Street Speed Hump Menu (2019),ON W 60TH ST FROM S MERRIMAC AVE  (6230 W) TO S MOBILE AVE  (6300 W),"$2,350.00"
14,Alley Resurfacing Menu (1-1) (2019),W 57TH ST &  S WHIPPLE ST&W 58TH ST &  S ALBANY AVE,"$28,642.35"
14,Alley Speed Hump Menu (2019),4533 S HARDING AVE,"$2,100.00"
14,Alley Speed Hump Menu (2019),5124 S LAMON AVE,$700.00
14,Alley Speed Hump Menu (2019),5208 S CALIFORNIA AVE,$700.00
14,Alley Speed Hump Menu (2019),5257 S KILPATRICK AVE,$700.00
14,Alley Speed Hump Menu (2019),5324 S FRANCISCO AVE,$700.00
14,Alley Speed Hump Menu (2019),S MONITOR AVE &  W 52ND ST&S MAYFIELD AVE &  W 53RD ST,"$1,400.00"
14,Alley Speed Hump Replacement (2019),W 57TH ST &  S WHIPPLE ST&W 58TH ST &  S ALBANY AVE,$0.00
14,Curb & Gutter Menu (2019),4810 S KILDARE AVE; ON S KILDARE AVE FROM W 48TH ST  (4800 S) TO W 49TH ST  (4900 S),"$6,717.50"
14,Sidewalk Menu (2019),3415 W 53RD PL,"$3,964.67"
14,Sidewalk Menu (2019),4406-4432 S CHRISTIANA AVE,"$28,352.67"
14,Sidewalk Menu (2019),4618-4628 S SAWYER AVE,"$18,691.44"
14,Sidewalk Menu (2019),4638-4650 W 51ST ST,"$11,441.28"
14,Sidewalk Menu (2019),4724-4736 S KEELER AVE; 4820-4858 S KEELER AVE,"$33,351.46"
14,Sidewalk Menu (2019),4918-4930 S KNOX AVE,"$15,808.40"
14,Sidewalk Menu (2019),5022-5024 S KILPATRICK AVE; 4900-4942 S KILPATRICK AVE; 5104-5108 S KILPATRICK AVE,"$38,094.35"
14,Sidewalk Menu (2019),5100-5106 S MONITOR AVE,"$8,305.74"
14,Sidewalk Menu (2019),5100-5150 S AUSTIN AVE,"$29,130.32"
14,Sidewalk Menu (2019),5101-5127 S MAYFIELD AVE,"$32,635.54"
14,Sidewalk Menu (2019),5101-5129 S LONG AVE,"$18,323.97"
14,Sidewalk Menu (2019),5101-5147 S MCVICKER AVE,"$26,085.85"
14,Sidewalk Menu (2019),5101 S MAJOR AVE,"$18,458.88"
14,Sidewalk Menu (2019),5103-5107 S LOREL AVE,"$11,249.49"
14,Sidewalk Menu (2019),5106 S MOODY AVE,"$3,091.20"
14,Sidewalk Menu (2019),5107 S NORMANDY AVE,"$2,548.36"
14,Sidewalk Menu (2019),5108-5124 S NATCHEZ AVE,"$23,774.11"
14,Sidewalk Menu (2019),5108 S MASSASOIT AVE,"$7,432.87"
14,Sidewalk Menu (2019),5112-5158 S NARRAGANSETT AVE,"$32,592.07"
14,Sidewalk Menu (2019),5119 S HOMAN AVE,$712.22
14,Sidewalk Menu (2019),5120-5126 S MELVINA AVE,"$4,534.66"
14,Sidewalk Menu (2019),5140-5150 S MEADE AVE,"$11,270.01"
14,Sidewalk Menu (2019),5141-5153 S MASSASOIT AVE,"$18,279.26"
14,Sidewalk Menu (2019),5142-5154 S MONITOR AVE,"$11,829.34"
14,Sidewalk Menu (2019),5146-5148 S MASSASOIT AVE,"$2,972.11"
14,Sidewalk Menu (2019),5154 S PARKSIDE AVE,"$2,296.14"
14,Sidewalk Menu (2019),5158 S ALBANY AVE,"$13,331.10"
14,Sidewalk Menu (2019),5159 S WHIPPLE ST,"$6,135.25"
14,Sidewalk Menu (2019),5200 S AUSTIN AVE,"$11,460.21"
14,Sidewalk Menu (2019),5201-5211 S LEAMINGTON AVE; 5200 S LEAMINGTON AVE,"$21,963.54"
14,Sidewalk Menu (2019),5206-5212 S CALIFORNIA AVE,"$12,407.51"
14,Sidewalk Menu (2019),5207-5211 S MAJOR AVE,"$10,508.48"
14,Sidewalk Menu (2019),5210-5226 S LONG AVE,"$2,018.79"
14,Sidewalk Menu (2019),5216 S LONG AVE,"$4,763.14"
14,Sidewalk Menu (2019),5234-5244 S MONITOR AVE,"$14,685.03"
14,Sidewalk Menu (2019),5237 S MAPLEWOOD AVE,"$11,725.29"
14,Sidewalk Menu (2019),5244-5258 S MEADE AVE,"$24,760.36"
14,Sidewalk Menu (2019),5250 S MCVICKER AVE,"$2,027.74"
14,Sidewalk Menu (2019),5259 S TROY ST,"$20,584.83"
14,Sidewalk Menu (2019),5346-5358 S WASHTENAW AVE,"$8,769.57"
14,Sidewalk Menu (2019),ON S KOMENSKY AVE FROM W 49TH ST  (4900 S) TO W 50TH ST  (5000 S),"$21,003.82"
14,Sidewalk Menu (2019),ON S MOBILE AVE FROM W 52ND ST  (5200 S) TO W 53RD ST  (5300 S); 5143-5153 S MOBILE AVE; 5122-5144 S MOBILE AVE,"$56,838.12"
14,Sidewalk Menu (2019),ON S NAGLE AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$16,307.75"
14,Sidewalk Menu (2019),ON S SACRAMENTO AVE FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),"$27,001.60"
14,Street Resurfacing Menu (1-5) (2019),ON S CAMPBELL AVE FROM W 51ST ST  (5100 S) TO W 54TH ST  (5400 S),"$145,749.06"
14,Street Resurfacing Menu (1-5) (2019),ON S LECLAIRE AVE FROM W 51ST ST  (5099 S) TO S ARCHER AVE  (5600 S),"$71,869.89"
14,Street Resurfacing Menu (1-5) (2019),ON S PARKSIDE AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (5920 S),"$124,158.87"
14,Street Resurfacing Menu (2019),ON S NORMANDY AVE FROM W 51ST ST  (5100 S) TO W 53RD ST  (5300 S),"$61,229.99"
14,Street Resurfacing Menu (2019),ON S SACRAMENTO AVE FROM W 55TH ST  (5500 S) TO W 59TH ST  (5900 S),"$1,306.49"
14,Street Resurfacing Menu (2019),ON S SAWYER AVE FROM W 43RD ST  (4300 S) TO S ARCHER AVE  (4400 S),"$64,674.90"
14,Street Resurfacing Menu (2019),ON W 54TH ST FROM S CALIFORNIA AVE  (2800 W) TO S ROCKWELL ST  (2600 W),"$77,282.40"
14,Street Speed Hump Menu (2019),5100-5200 S LAMON AVE,"$4,700.00"
14,Street Speed Hump Menu (2019),ON S LOCKWOOD AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$4,700.00"
14,Street Speed Hump Menu (2019),ON S MAJOR AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$4,700.00"
14,Street Speed Hump Menu (2019),ON S ROCKWELL ST FROM W 53RD ST  (5300 S) TO W 55TH ST  (5500 S),"$4,700.00"
14,Street Speed Hump Menu (2019),ON S SPAULDING AVE FROM W 46TH ST  (4600 S) TO W 47TH ST  (4700 S),"$4,700.00"
14,Street Speed Hump Menu (2019),ON S WASHTENAW AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$4,700.00"
14,Street Speed Hump Menu (2019),ON W 54TH ST FROM S TALMAN AVE  (2630 W) TO S WASHTENAW AVE  (2700 W),"$2,350.00"
14,Street Speed Hump Replacement (2019),ON S CAMPBELL AVE FROM W 51ST ST  (5100 S) TO W 54TH ST  (5400 S),$0.00
14,Street Speed Hump Replacement (2019),ON S NORMANDY AVE FROM W 51ST ST  (5100 S) TO W 53RD ST  (5300 S),$0.00
14,Street Speed Hump Replacement (2019),ON S PARKSIDE AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (5920 S),$0.00
14,Street Speed Hump Replacement (2019),ON S SAWYER AVE FROM W 43RD ST  (4300 S) TO S ARCHER AVE  (4400 S),$0.00
15,Alley Apron Menu (2019),ON W 65TH ST FROM S HERMITAGE AVE  (1730 W) TO S PAULINA ST  (1700 W),"$15,452.50"
15,Alley Apron Menu (2019),ON W 65TH ST FROM S MARSHFIELD AVE  (1630 W) TO S ASHLAND AVE  (1600 W),"$12,998.30"
15,Alley Apron Menu (2019),ON W 65TH ST FROM S WOOD ST  (1800 W) TO S HERMITAGE AVE  (1730 W),"$24,152.07"
15,Alley Lights throughout the 15th Ward.,6412 S ASHLAND AVE,"$74,752.90"
15,ON S ARTESIAN AVE FROM W POPE JOHN PAUL II DRTO W 45TH ST; ON W 44TH ST FROM S WESTERN AVE TO S ARTESIAN AVE,ON S ARTESIAN AVE FROM W POPE JOHN PAUL II DR  (4299 S) TO W 45TH ST  (4500 S); ON W 44TH ST FROM S WESTERN AVE  (2400 W) TO S ARTESIAN AVE  (2430 W),"$271,000.00"
15,Sidewalk Menu (2019),1640 W MARQUETTE RD; 1642 W MARQUETTE RD,"$7,602.33"
15,Sidewalk Menu (2019),1707 W 66TH ST,"$23,561.75"
15,Sidewalk Menu (2019),1722 W MARQUETTE RD; 1704 W MARQUETTE RD,"$64,576.40"
15,Sidewalk Menu (2019),1751 W GARFIELD BLVD,"$4,449.58"
15,Sidewalk Menu (2019),1753 W 56TH ST,"$31,518.96"
15,Sidewalk Menu (2019),1805 W GARFIELD BLVD; 1859 W GARFIELD BLVD,"$34,111.41"
15,Sidewalk Menu (2019),1824 W MARQUETTE RD; 1814 W MARQUETTE RD; 1816 W MARQUETTE RD,"$36,216.49"
15,Sidewalk Menu (2019),1841 W 58TH ST,"$6,898.61"
15,Sidewalk Menu (2019),1938 W 58TH ST,"$21,840.74"
15,Sidewalk Menu (2019),2035 W GARFIELD BLVD; 2037 W GARFIELD BLVD,"$7,654.59"
15,Sidewalk Menu (2019),2120 W 57TH ST,"$3,160.04"
15,Sidewalk Menu (2019),2137 W GARFIELD BLVD; 2123 W GARFIELD BLVD; 2125 W GARFIELD BLVD,"$39,123.73"
15,Sidewalk Menu (2019),4925 S HOYNE AVE,"$8,240.65"
15,Sidewalk Menu (2019),5514 S HAMILTON AVE; 5540 S HAMILTON AVE,"$11,537.79"
15,Sidewalk Menu (2019),5517 S SEELEY AVE; 5520 S SEELEY AVE; 5527 S SEELEY AVE; 5540 S SEELEY AVE,"$13,524.97"
15,Sidewalk Menu (2019),5518 S PAULINA ST; 5529 S PAULINA ST; 5535 S PAULINA ST,"$12,190.46"
15,Sidewalk Menu (2019),5532 S DAMEN AVE; 5528 S DAMEN AVE,"$10,446.36"
15,Sidewalk Menu (2019),5533 S WINCHESTER AVE; 5542 S WINCHESTER AVE; 5526 S WINCHESTER AVE,"$8,540.62"
15,Sidewalk Menu (2019),5535 S HERMITAGE AVE,"$5,001.37"
15,Sidewalk Menu (2019),5537 S HONORE ST; 5544 S HONORE ST; 5514 S HONORE ST; 5523 S HONORE ST; 5525 S HONORE ST; 5536 S HONORE ST,"$51,291.10"
15,Sidewalk Menu (2019),5545 S HOYNE AVE; 5517 S HOYNE AVE,"$25,602.41"
15,Sidewalk Menu (2019),5600 S SEELEY AVE; 5601 S SEELEY AVE; 5608 S SEELEY AVE; 5626 S SEELEY AVE; 5636 S SEELEY AVE; 5652 S SEELEY AVE,"$58,593.22"
15,Sidewalk Menu (2019),5606 S PAULINA ST,"$5,375.71"
15,Sidewalk Menu (2019),5608 S HONORE ST; 5620 S HONORE ST; 5604 S HONORE ST; 5609 S HONORE ST; 5624 SHONORE ST; 5629 S HONORE ST; 5630 S HONORE ST; 5635 S HONORE ST; 5644 S HONOREST; 5645 S HONORE ST; 5653 S HONORE ST; 5655 S HONORE ST; 5615 S HONORE ST; 5625 S HONORE ST; 5642 S HONORE ST; 5623 S HONORE ST; 5640 S HONORE ST,"$57,871.27"
15,Sidewalk Menu (2019),5613 S HAMILTON AVE; 5641 S HAMILTON AVE; 5611 S HAMILTON AVE; 5645 S HAMILTON AVE,"$16,001.96"
15,Sidewalk Menu (2019),5619 S HERMITAGE AVE; 5635 S HERMITAGE AVE; 5624 S HERMITAGE AVE,"$10,575.20"
15,Sidewalk Menu (2019),5640 S DAMEN AVE; 5608 S DAMEN AVE; 5641 S DAMEN AVE; 5654 S DAMEN AVE,"$19,672.46"
15,Sidewalk Menu (2019),5642 S HOYNE AVE; 5648 S HOYNE AVE; 5600 S HOYNE AVE; 5628 S HOYNE AVE; 5634 S HOYNE AVE; 5653 S HOYNE AVE,"$42,133.06"
15,Sidewalk Menu (2019),5705 S HOYNE AVE,"$3,123.58"
15,Sidewalk Menu (2019),5711 S DAMEN AVE,"$2,695.32"
15,Sidewalk Menu (2019),5711 S HONORE ST; 5722 S HONORE ST; 5729 S HONORE ST; 5744 S HONORE ST; 5726 SHONORE ST; 5723 S HONORE ST; 5705 S HONORE ST; 5725 S HONORE ST; 5759 S HONORE ST,"$49,700.14"
15,Sidewalk Menu (2019),5713 S HERMITAGE AVE; 5743 S HERMITAGE AVE; 5758 S HERMITAGE AVE; 5733 S HERMITAGE AVE; 5739 S HERMITAGE AVE,"$37,090.37"
15,Sidewalk Menu (2019),5724 S PAULINA ST; 5750 S PAULINA ST,"$11,255.82"
15,Sidewalk Menu (2019),5726 S SEELEY AVE; 5707 S SEELEY AVE; 5714 S SEELEY AVE; 5719 S SEELEY AVE; 5734 S SEELEY AVE; 5743 S SEELEY AVE; 5755 S SEELEY AVE,"$34,596.36"
15,Sidewalk Menu (2019),5819 S DAMEN AVE; 5841 S DAMEN AVE,"$13,136.04"
15,Sidewalk Menu (2019),6510 S MARSHFIELD AVE; 6512 S MARSHFIELD AVE; 6524 S MARSHFIELD AVE; 6527 S MARSHFIELD AVE; 6531 S MARSHFIELD AVE; 6542 S MARSHFIELD AVE,"$20,225.47"
15,Sidewalk Menu (2019),6527 S HERMITAGE AVE; 6508 S HERMITAGE AVE; 6517 S HERMITAGE AVE; 6522 S HERMITAGE AVE,"$14,798.71"
15,Sidewalk Menu (2019),6539 S PAULINA ST; 6544 S PAULINA ST; 6550 S PAULINA ST; 6521 S PAULINA ST,"$13,285.54"
15,Sidewalk Menu (2019),6605 S DAMEN AVE; 6631 S DAMEN AVE; 6601 S DAMEN AVE; 6633 S DAMEN AVE,"$20,898.80"
15,Sidewalk Menu (2019),6612 S PAULINA ST; 6635 S PAULINA ST; 6642 S PAULINA ST; 6605 S PAULINA ST; 6606 S PAULINA ST,"$19,406.29"
15,Sidewalk Menu (2019),6614 S HONORE ST; 6632 S HONORE ST; 6638 S HONORE ST; 6606 S HONORE ST; 6619 S HONORE ST,"$14,948.20"
15,Sidewalk Menu (2019),6635 S HERMITAGE AVE; 6614 S HERMITAGE AVE; 6637 S HERMITAGE AVE; 6638 S HERMITAGE AVE,"$12,902.69"
15,Sidewalk Menu (2019),6645 S MARSHFIELD AVE,"$3,246.33"
15,Street Light Piggy Back Only Menu (2019),ON S HONORE ST FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),"$6,039.00"
15,Street Resurfacing Menu (2019),ON W 66TH ST FROM S DAMEN AVE  (2000 W) TO S MARSHFIELD AVE  (1630 W),"$4,632.32"
15,Street Speed Hump Menu (2019),5534 S HERMITAGE AVE,"$2,350.00"
16,Green Street Improvements and Repairs,S GREEN ST &  W 64TH ST,"$100,000.00"
16,Miscellaneous CDOT Projects (2019),5411 S ASHLAND AVE,$303.00
16,Miscellaneous CDOT Projects (2019),5501 S LAFLIN ST; 5659 S LAFLIN ST,$660.00
16,Sidewalk Menu (2019),1500 W 63RD ST,"$9,585.21"
16,Sidewalk Menu (2019),2115-2143 W 53RD PL,"$35,232.01"
16,Sidewalk Menu (2019),5710 S MOZART ST,"$2,863.55"
16,Sidewalk Menu (2019),5914-5919 S WHIPPLE ST,"$8,027.43"
16,Sidewalk Menu (2019),5938 S ALBANY AVE,"$5,049.80"
16,Sidewalk Menu (2019),6100 S RICHMOND ST,"$9,152.02"
16,Sidewalk Menu (2019),6218 S ALBANY AVE,"$1,550.85"
16,Sidewalk Menu (2019),725 W 60TH PL,"$7,833.70"
16,Sidewalk Menu (2019),ON S WASHTENAW AVE FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),"$71,857.05"
16,Sidewalk Menu (2019),ON W 62ND ST FROM S LOOMIS BLVD  (1400 W) TO S ADA ST  (1330 W),"$13,416.94"
16,Sidewalk Menu (2019),ON W 62ND ST FROM S LOOMIS BLVD  (1400 W) TO S BISHOP ST  (1430 W),"$13,416.94"
16,Street Light Upgrade Menu (2019),6728 S MAY ST,"$1,000.00"
16,Street Resurfacing Menu (2019),ON S ABERDEEN ST FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),"$61,466.41"
16,Street Resurfacing Menu (2019),ON S BISHOP ST FROM W 63RD ST  (6300 S) TO W 65TH ST  (6500 S),"$69,466.21"
16,Street Resurfacing Menu (2019),ON S HOYNE AVE FROM W 51ST ST  (5100 S) TO W 52ND PL  (5230 S),"$70,737.28"
16,Street Resurfacing Menu (2019),ON S HOYNE AVE FROM W 63RD ST  (6300 S) TO W 66TH ST  (6600 S),"$157,098.90"
16,Street Resurfacing Menu (2019),ON S LAFLIN ST FROM W 59TH ST  (5900 S) TO W 62ND ST  (6200 S),"$183,311.35"
16,Street Resurfacing Menu (2019),ON S MAY ST FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),"$79,640.51"
16,Street Resurfacing Menu (2019),ON S MAY ST FROM W 68TH ST  (6800 S) TO W 69TH ST  (6900 S),"$60,800.79"
16,Street Resurfacing Menu (2019),ON S MORGAN ST FROM W 57TH ST  (5700 S) TO W 60TH ST  (6000 S),"$182,437.41"
16,Street Resurfacing Menu (2019),ON S SANGAMON ST FROM W 61ST ST  (6100 S) TO W 63RD PKWY  (6300 S),"$16,365.43"
16,Street Resurfacing Menu (2019),ON W 62ND ST FROM S SANGAMON ST  (930 W) TO S MORGAN ST  (1000 W),"$29,834.42"
16,Street Resurfacing Menu (2019),ON W 62ND ST FROM S WHIPPLE ST  (3030 W) TO S ALBANY AVE  (3100 W),"$21,994.83"
16,Street Resurfacing Menu (2019),ON W 65TH ST FROM S DAMEN AVE  (2000 W) TO S HAMILTON AVE  (2130 W),"$78,697.95"
16,Street Speed Hump Menu (2019),ON S JUSTINE ST FROM W 52ND ST  (5200 S) TO W 53RD ST  (5300 S),"$4,700.00"
16,Street Speed Hump Menu (2019),ON S MAY ST FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),"$4,700.00"
16,Street Speed Hump Menu (2019),ON S MORGAN ST FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),"$4,700.00"
16,Street Speed Hump Menu (2019),ON S MOZART ST FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),"$4,700.00"
16,Street Speed Hump Menu (2019),ON S ROCKWELL ST FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),"$4,700.00"
16,Street Speed Hump Menu (2019),ON S TALMAN AVE FROM W 61ST ST  (6100 S) TO W 62ND ST  (6200 S),"$4,700.00"
16,Street Speed Hump Replacement (2019),ON S HOYNE AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),$0.00
16,Street Speed Hump Replacement (2019),ON S LAFLIN ST FROM W 59TH ST  (5900 S) TO W 62ND ST  (6200 S),$0.00
16,Street Speed Hump Replacement (2019),ON S MAY ST FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),$0.00
17,Alley Apron Menu (2019),7913 S WOOD ST,"$29,700.71"
17,Alley Apron Menu (2019),7914 S WOOD ST,"$27,478.10"
17,Alley Apron Menu (2019),8111 S DAMEN AVE,"$27,571.02"
17,Alley Resurfacing Menu (1-1) (2019),W LITHUANIAN PLAZA CT &  S MAPLEWOOD AVE&S CAMPBELL AVE &  W 68TH ST; 6800 S MAPLEWOOD AVE; 2500-2524 W LITHUANIAN PLAZA CT,"$11,640.93"
17,Alley Speed Hump Menu (2019),7915 S GREEN ST,"$1,400.00"
17,Concrete Alley Menu (2019),3501 W 71ST ST; W 71ST ST &  S ST LOUIS AVE&W 71ST PL &  S CENTRAL PARK AVE,"$288,000.00"
17,Miscellaneous CDOT Projects (2019),1625-1703 W 74TH ST,$600.00
17,Miscellaneous CDOT Projects (2019),7620 S ASHLAND AVE; 7937 S LA SALLE ST,"$1,000.00"
17,Miscellaneous CDOT Projects (2019),7935 S GREEN ST,$500.00
17,Miscellaneous CDOT Projects (2019),W 77TH ST &  S FIELDING AVE,$500.00
17,POD Camera: 7100 S. Central Park Ave,7100 S CENTRAL PARK AVE,"$24,776.00"
17,Sidewalk Menu (2019),7200 S CHRISTIANA AVE,"$51,776.09"
17,Sidewalk Menu (2019),7300 S MARSHFIELD AVE,"$41,875.85"
17,Sidewalk Menu (2019),7527 S WOLCOTT AVE,"$6,122.00"
17,Sidewalk Menu (2019),7559 S MARSHFIELD AVE,"$21,004.29"
17,Sidewalk Menu (2019),ON W 78TH PL FROM S RACINE AVE  (1200 W) TO S THROOP ST  (1300 W); ON S THROOP ST FROM W 78TH ST  (7800 S) TO W 78TH PL  (7830 S),"$57,427.78"
17,Street Resurfacing Menu (1-5) (2019),ON E 81ST ST FROM S LAFAYETTE AVE  (30 W) TO S PERRY AVE  (100 W),"$21,478.94"
17,Street Resurfacing Menu (2019),1200 W 74TH PL,"$62,302.66"
17,Street Resurfacing Menu (2019),ON S GREEN ST FROM W 75TH ST  (7500 S) TO W 76TH ST  (7600 S),"$47,810.10"
17,Street Resurfacing Menu (2019),ON S GREEN ST FROM W 78TH ST  (7800 S) TO W 79TH ST  (7900 S),"$53,719.46"
17,Street Resurfacing Menu (2019),ON S HERMITAGE AVE FROM W 75TH PL  (7520 S) TO W 78TH ST  (7800 S),"$105,209.64"
17,Street Resurfacing Menu (2019),ON S LA SALLE ST FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$52,851.58"
17,Street Resurfacing Menu (2019),ON S LA SALLE ST FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),"$51,972.34"
17,Street Resurfacing Menu (2019),ON S PRINCETON AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$53,508.14"
17,Street Resurfacing Menu (2019),ON S SPAULDING AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),"$52,969.74"
17,Street Resurfacing Menu (2019),ON S TROY ST FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),"$39,119.96"
17,Street Resurfacing Menu (2019),ON S WASHTENAW AVE FROM W MARQUETTE RD  (6700 S) TO W LITHUANIAN PLAZA CT (6900 S),"$87,826.14"
17,Street Resurfacing Menu (2019),ON S YALE AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$48,784.69"
17,Street Resurfacing Menu (2019),ON S YALE AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),"$46,373.83"
17,Street Speed Hump Menu (2019),ON S HOMAN AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),"$4,700.00"
17,Street Speed Hump Removal Menu (2019),ON S GREEN ST FROM W 75TH ST  (7500 S) TO W 76TH ST  (7600 S),$0.00
17,Street Speed Hump Replacement (2019),ON S LA SALLE ST FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),$0.00
17,Street Speed Hump Replacement (2019),ON S LA SALLE ST FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),$0.00
17,Street Speed Hump Replacement (2019),ON S PRINCETON AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),$0.00
18,Curb & Gutter Menu (2019),8557 S KEDVALE AVE,"$5,935.38"
18,Curb & Gutter Menu (2019),ON S FRANCISCO AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$113,705.12"
18,Sidewalk Menu (2019),2812 W 86TH ST,"$7,100.36"
18,Sidewalk Menu (2019),3600 W 84TH PL,"$50,604.93"
18,Sidewalk Menu (2019),3629 W 82ND PL,"$3,411.38"
18,Sidewalk Menu (2019),7607 S SEELEY AVE,"$2,365.90"
18,Sidewalk Menu (2019),7619 S SEELEY AVE,"$2,365.90"
18,Sidewalk Menu (2019),8062 S SPAULDING AVE,"$15,688.38"
18,Sidewalk Menu (2019),8247 S TALMAN AVE,"$4,258.62"
18,Sidewalk Menu (2019),ON S CAMPBELL AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),"$37,508.14"
18,Sidewalk Menu (2019),ON S CLAREMONT AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),"$89,773.53"
18,Sidewalk Menu (2019),ON S RICHMOND ST FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$33,278.41"
18,Sidewalk Menu (2019),ON S SEELEY AVE FROM W 75TH PL  (7530 S) TO W 76TH ST  (7600 S),"$10,866.62"
18,Sidewalk Menu (2019),ON S TALMAN AVE FROM W 79TH ST  (7860 S) TO W 80TH ST  (8000 S),"$37,740.08"
18,Sidewalk Menu (2019),ON S WASHTENAW AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),"$35,823.39"
18,Sidewalk Menu (2019),ON W 81ST PL FROM S MAPLEWOOD AVE  (2530 W) TO S TALMAN AVE  (2630 W),"$19,963.24"
18,Street Resurfacing Menu (1-5) (2019),ON S SAWYER AVE FROM W 80TH ST  (8000 S) TO W 82ND ST  (8200 S),"$108,820.69"
18,Street Resurfacing Menu (1-5) (2019),ON S SEELEY AVE FROM W 84TH ST  (8400 S) TO W 85TH ST  (8500 S),"$49,019.12"
18,Street Resurfacing Menu (1-5) (2019),ON S SPRINGFIELD AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$51,399.43"
18,Street Resurfacing Menu (2019),ON S ARTESIAN AVE FROM W 76TH ST  (7600 S) TO W 77TH ST  (7700 S),$55.10
18,Street Resurfacing Menu (2019),ON S CENTRAL PARK AVE FROM W 81ST ST  (8100 S) TO W COLUMBUS AVE  (8230 S),"$76,066.41"
18,Street Resurfacing Menu (2019),ON S KARLOV AVE FROM W 86TH ST  (8600 S) TO W 87TH ST  (8700 S),"$59,558.13"
18,Street Resurfacing Menu (2019),ON S KOMENSKY AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$44,028.52"
18,Street Resurfacing Menu (2019),ON S TROY ST FROM W 71ST ST  (7100 S) TO W 72ND ST  (7200 S),"$46,474.98"
18,Street Resurfacing Menu (2019),ON S TROY ST FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$45,021.24"
18,Street Resurfacing Menu (2019),ON S TROY ST FROM W 82ND ST  (8200 S) TO W 83RD ST  (8300 S),"$48,210.17"
18,Street Resurfacing Menu (2019),ON S WASHTENAW AVE FROM W 85TH PL  (8520 S) TO W 86TH PL  (8630 S),"$35,372.09"
18,Street Resurfacing Menu (2019),ON W 76TH PL FROM 2151 W TO S HAMILTON AVE  (2130 W),"$16,230.30"
18,Street Resurfacing Menu (2019),ON W 78TH PL FROM S RIDGEWAY AVE  (3750 W) TO S REILLY AVE  (3700 W),"$24,456.79"
18,Street Resurfacing Menu (2019),ON W 78TH PL FROM S SPRINGFIELD AVE  (3900 W) TO S HAMLIN AVE  (3800 W),"$49,912.92"
18,Street Resurfacing Menu (2019),ON W 78TH ST FROM 2151 W TO S HAMILTON AVE  (2130 W),"$15,288.42"
18,Street Resurfacing Menu (2019),ON W 81ST ST FROM 3600 W TO S LAWNDALE AVE  (3700 W),"$57,363.09"
18,Street Resurfacing Menu (2019),ON W 81ST ST FROM S ARTESIAN AVE  (2430 W) TO S MAPLEWOOD AVE  (2530 W),"$55,569.27"
