ward,item,location,cost
15,Alley Apron Menu (2020),ON W 61ST ST FROM S PAULINA ST  (1700 W) TO S MARSHFIELD AVE  (1630 W),"$11,187.71"
15,Alley Apron Menu (2020),ON W 61ST ST FROM S WINCHESTER AVE  (1930 W) TO S WOLCOTT AVE  (1900 W),"$16,494.99"
15,Alley Apron Menu (2020),ON W 61ST ST FROM S WOLCOTT AVE  (1900 W) TO S HONORE ST  (1830 W),"$30,433.74"
15,Alley Apron Menu (2020),ON W 61ST ST FROM S WOOD ST  (1800 W) TO S HERMITAGE AVE  (1730 W),"$13,289.66"
15,Alley Apron Menu (2020),ON W 62ND ST FROM S PAULINA ST  (1700 W) TO S MARSHFIELD AVE  (1630 W),"$14,977.54"
15,Alley Apron Menu (2020),ON W 66TH ST FROM S HERMITAGE AVE  (1730 W) TO S PAULINA ST  (1700 W),"$27,618.94"
15,Alley Apron Menu (2020),ON W 66TH ST FROM S MARSHFIELD AVE  (1630 W) TO S ASHLAND AVE  (1600 W),"$14,975.02"
15,Alley Apron Menu (2020),ON W 66TH ST FROM S PAULINA ST  (1700 W) TO S MARSHFIELD AVE  (1630 W),"$14,442.75"
15,Alley Apron Menu (2020),ON W 66TH ST FROM S WINCHESTER AVE  (1930 W) TO S WOLCOTT AVE  (1900 W),"$46,684.37"
15,Alley Apron Menu (2020),ON W 66TH ST FROM S WOOD ST  (1800 W) TO S HERMITAGE AVE  (1730 W),"$12,457.68"
15,Alley Speed Hump Menu (2020),ON W 46TH ST FROM S ROCKWELL ST  (2600 W) TO S WESTERN AVE  (2400 W); 2417 S WESTERN AVE; 2416 S WESTERN AVE,"$1,400.00"
15,Diagonal Parking Menu (2020),S WASHTENAW AVE &  W 47TH ST,"$48,585.93"
15,Sidewalk Menu (2020),5748 S PAULINA ST,"$3,067.46"
15,Sidewalk Menu (2020),5759 S WINCHESTER AVE,"$17,828.28"
15,Street Cul-de-Sac Menu (2020),W 64TH ST &  S PAULINA ST,"$21,644.27"
15,Street Cul-de-Sac Menu (2020),W 65TH ST &  S WOLCOTT AVE,"$22,973.36"
15,Street Light Residential Staggered Piggy Back Menu (2020),ON S CAMPBELL AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),"$112,735.39"
15,Street Light Upgrade Menu (2020),4933 S HOYNE AVE,$500.00
15,Street Resurfacing Menu (2020),ON W 56TH ST FROM S HONORE ST  (1830 W) TO S DAMEN AVE  (2000 W),"$87,523.40"
15,Street Resurfacing Menu (2020),ON W 65TH ST FROM S ASHLAND AVE  (1600 W) TO S DAMEN AVE  (2000 W),"$246,100.47"
15,Street Resurfacing Menu (2020),ON W 66TH ST FROM S DAMEN AVE  (2000 W) TO S MARSHFIELD AVE  (1630 W),"$236,778.08"
15,Street Speed Hump Replacement (2020),ON W 65TH ST FROM S ASHLAND AVE  (1600 W) TO S DAMEN AVE  (2000 W),$0.00
15,Street Speed Hump Replacement (2020),ON W 66TH ST FROM S DAMEN AVE  (2000 W) TO S MARSHFIELD AVE  (1630 W),$0.00
15,Street Traffic Circle Menu (2020),W 64TH ST &  S MARSHFIELD AVE; W 64TH ST &  S HERMITAGE AVE; W 64TH ST &  S HONORE ST; W 64TH ST &  S WINCHESTER AVE,"$43,091.76"
15,Street Traffic Circle Menu (2020),W 65TH ST &  S WOOD ST; W 65TH ST &  S PAULINA ST; W 65TH ST &  S WOLCOTT AVE,"$29,112.48"
15,Street Traffic Circle Menu (2020),W 66TH ST &  S WINCHESTER AVE; W 66TH ST &  S HERMITAGE AVE; W 66TH ST &  S HONORE ST; W 66TH ST &  S MARSHFIELD AVE,"$38,607.06"
16,Alley Resurfacing Menu (1-1) (2020),W 61ST ST &  S FAIRFIELD AVE&S CALIFORNIA AVE &  W 62ND ST,"$32,145.74"
16,Alley Resurfacing Menu (2020),ON W 66TH ST FROM 2230 W TO S BELL AVE  (2220 W); W 65TH ST &  S BELL AVE&S HAMILTON AVE &  W MARQUETTE RD,"$17,014.85"
16,Alley Resurfacing Menu (2020),S WASHTENAW AVE &  W 58TH ST&W 59TH ST &  S FAIRFIELD AVE,"$43,878.94"
16,Alley Resurfacing Menu (2020),W 55TH ST &  S RICHMOND ST&S SACRAMENTO AVE &  W 56TH ST; 5558 S RICHMOND ST,"$31,884.28"
16,Alley Speed Hump Replacement (2020),S CALIFORNIA AVE &  W 62ND ST; S FAIRFIELD AVE &  W 61ST ST,$0.00
16,Alley Speed Hump Replacement (2020),W 65TH ST &  S BELL AVE&S HAMILTON AVE &  W MARQUETTE RD; ON W 66TH ST FROM 2230 W TO S BELL AVE  (2220 W),$0.00
16,Concrete Alley Menu (2020),S MOZART ST &  W 57TH ST&W 58TH ST &  S CALIFORNIA AVE; 5701 S MOZART ST,"$100,000.00"
16,Curb & Gutter Menu (2020),2230-2330 W 64TH ST; ON W 64TH ST FROM S BELL AVE  (2220 W) TO S CLAREMONT AVE (2330 W),"$85,042.96"
16,Street Resurfacing Menu (1-5) (2020),ON S HAMILTON AVE FROM W 67TH PL  (6730 S) TO W 69TH ST  (6900 S),"$74,084.74"
16,Street Resurfacing Menu (1-5) (2020),ON S SEELEY AVE FROM W 64TH ST  (6400 S) TO W MARQUETTE RD  (6700 S),"$167,107.43"
16,Street Resurfacing Menu (1-5) (2020),ON W 56TH ST FROM S CALIFORNIA AVE  (2800 W) TO S SACRAMENTO AVE  (3000 W),"$125,216.14"
16,Street Resurfacing Menu (2020),ON S FAIRFIELD AVE FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),"$58,277.29"
16,Street Resurfacing Menu (2020),ON S FAIRFIELD AVE FROM W 61ST ST  (6100 S) TO W 62ND ST  (6200 S),"$79,255.53"
16,Street Resurfacing Menu (2020),ON S HOYNE AVE FROM W 66TH ST  (6600 S) TO W MARQUETTE RD  (6700 S),"$56,904.01"
16,Street Resurfacing Menu (2020),ON S SANGAMON ST FROM W 61ST ST  (6100 S) TO W 63RD PKWY  (6300 S),"$44,333.96"
16,Street Resurfacing Menu (2020),ON W 57TH ST FROM S CALIFORNIA AVE  (2800 W) TO S RICHMOND ST  (2930 W),"$113,582.45"
16,Street Resurfacing Menu (2020),ON W 60TH ST FROM S WASHTENAW AVE  (2700 W) TO S CALIFORNIA AVE  (2800 W),"$42,361.77"
16,Street Resurfacing Menu (2020),ON W 62ND ST FROM S WESTERN AVE  (2400 W) TO S ARTESIAN AVE  (2430 W),"$28,796.82"
16,Street Resurfacing Menu (2020),ON W 64TH ST FROM S WESTERN AVE  (2400 W) TO S MAPLEWOOD AVE  (2530 W),"$71,314.78"
16,Street Resurfacing Menu (2020),ON W 65TH ST FROM S BELL AVE  (2220 W) TO S WESTERN AVE  (2400 W),"$87,746.38"
16,Street Resurfacing Menu (2020),ON W 66TH ST FROM S WESTERN AVE  (2400 W) TO S MAPLEWOOD AVE  (2530 W),"$61,051.92"
16,Street Speed Hump Replacement (2020),ON S SEELEY AVE FROM W 64TH ST  (6400 S) TO W MARQUETTE RD  (6700 S),$0.00
17,Alley Apron Menu (2020),7115 S SAWYER AVE; 7114 S SAWYER AVE,"$40,166.03"
17,Alley Apron Menu (2020),ON W 80TH ST FROM S WINCHESTER AVE  (1930 W) TO S WOLCOTT AVE  (1900 W),"$31,575.16"
17,Alley Apron Menu (2020),ON W 80TH ST FROM S YALE AVE  (230 W) TO S PRINCETON AVE  (300 W),"$57,013.19"
17,Alley Resurfacing Menu (2020),W 65TH ST &  S MOZART ST&S FRANCISCO AVE &  W 66TH ST,"$47,244.70"
17,Alley Resurfacing Menu (2020),W 74TH ST &  S RACINE AVE&S MAY ST &  W 75TH ST,"$26,000.69"
17,Alley Resurfacing Menu (2020),W 76TH ST &  S GREEN ST&S HALSTED ST &  W 77TH ST,"$32,645.57"
17,Alley Resurfacing Menu (2020),W 78TH ST &  S RACINE AVE&S MAY ST &  W 79TH ST,"$21,803.10"
17,Alley Resurfacing Menu (2020),W LITHUANIAN PLAZA CT &  S CAMPBELL AVE&S MAPLEWOOD AVE &  W 70TH ST,"$58,255.65"
17,Alley Speed Hump Replacement (2020),W 65TH ST &  S MOZART ST&S FRANCISCO AVE &  W 66TH ST,$0.00
17,Alley Speed Hump Replacement (2020),W 74TH ST &  S RACINE AVE&S MAY ST &  W 75TH ST,$0.00
17,Alley Speed Hump Replacement (2020),W LITHUANIAN PLAZA CT &  S CAMPBELL AVE&S MAPLEWOOD AVE &  W 70TH ST,$0.00
17,Sidewalk Menu (2020),7300 S ASHLAND AVE; ON W 73RD ST FROM S ASHLAND AVE  (1600 W) TO S MARSHFIELD AVE  (1630 W),"$7,245.00"
17,Sidewalk Menu (2020),ON S HOYNE AVE FROM W 73RD ST  (7300 S) TO W 74TH ST  (7400 S),"$24,913.20"
17,Sidewalk Menu (2020),ON S SANGAMON ST FROM W 76TH ST  (7600 S) TO W 77TH ST  (7700 S),"$84,565.42"
17,Sidewalk Menu (2020),ON W 76TH ST FROM S YALE AVE  (250 W) TO S VINCENNES AVE  (300 W),"$46,349.27"
17,Street Resurfacing Menu (2020),ON S EMERALD AVE FROM W 76TH ST  (7600 S) TO W 79TH ST  (7900 S),"$96,989.37"
17,Street Resurfacing Menu (2020),ON S GREEN ST FROM W 76TH ST  (7600 S) TO W 78TH ST  (7800 S),"$142,197.87"
17,Street Resurfacing Menu (2020),ON S HONORE ST FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$58,636.66"
17,Street Resurfacing Menu (2020),ON S PERRY AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),"$70,734.27"
17,Street Resurfacing Menu (2020),ON S ROCKWELL ST FROM W 70TH ST  (7000 S) TO W 71ST ST  (7100 S),"$52,084.25"
17,Street Resurfacing Menu (2020),ON S STEWART AVE FROM S VINCENNES AVE  (7850 S) TO W 80TH ST  (8000 S),"$51,313.63"
17,Street Resurfacing Menu (2020),ON S WASHTENAW AVE FROM W MARQUETTE RD  (6700 S) TO W LITHUANIAN PLAZA CT (6900 S),"$48,796.05"
17,Street Resurfacing Menu (2020),ON S WENTWORTH AVE FROM W 79TH ST  (7900 S) TO W 81ST ST  (8100 S),"$130,970.97"
17,Street Resurfacing Menu (2020),ON S WOLCOTT AVE FROM W 76TH ST  (7600 S) TO W 77TH ST  (7700 S),"$68,272.91"
17,Street Resurfacing Menu (2020),ON S WOLCOTT AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$51,838.78"
17,Street Resurfacing Menu (2020),ON W 65TH ST FROM S FAIRFIELD AVE  (2732 W) TO S WASHTENAW AVE  (2700 W),"$27,082.27"
17,Street Resurfacing Menu (2020),ON W 66TH ST FROM S MOZART ST  (2830 W) TO S FRANCISCO AVE  (2900 W),"$24,505.98"
17,Street Speed Hump Menu (2020),ON S ABERDEEN ST FROM W 77TH ST  (7700 S) TO W 78TH ST  (7800 S),"$4,700.00"
17,Street Speed Hump Menu (2020),ON S FAIRFIELD AVE FROM W LITHUANIAN PLAZA CT  (6900 S) TO W 70TH ST  (7000 S),"$4,700.00"
17,Street Speed Hump Menu (2020),ON S MORGAN ST FROM W 75TH ST  (7500 S) TO W 76TH ST  (7600 S),"$4,700.00"
17,Street Speed Hump Menu (2020),ON S PERRY AVE FROM W 80TH ST  (8000 S) TO W 81ST ST  (8100 S),$0.00
17,Street Speed Hump Menu (2020),ON S WASHTENAW AVE FROM W LITHUANIAN PLAZA CT  (6900 S) TO W 70TH ST  (7000 S),"$4,700.00"
17,Street Speed Hump Replacement (2020),ON S EMERALD AVE FROM W 76TH ST  (7600 S) TO W 79TH ST  (7900 S),$0.00
17,Street Speed Hump Replacement (2020),ON S GREEN ST FROM W 76TH ST  (7600 S) TO W 78TH ST  (7800 S),$0.00
18,Alley Apron Menu (2020),3520 W 83RD PL,"$15,232.89"
18,Alley Apron Menu (2020),7201 S KEDZIE AVE,"$30,756.83"
18,Alley Apron Menu (2020),ON S HAMLIN AVE FROM W 86TH PL  (8630 S) TO W 87TH ST  (8700 S),"$15,431.76"
18,Alley Speed Hump Menu (2020),S TRUMBULL AVE &  W 77TH ST&W 78TH ST &  S HOMAN AVE,"$1,400.00"
18,Sidewalk Menu (2020),2043 W 75TH PL,"$8,986.01"
18,Sidewalk Menu (2020),2959 W 73RD ST,"$9,799.72"
18,Sidewalk Menu (2020),7518-7530 S HAMILTON AVE,"$15,606.95"
18,Sidewalk Menu (2020),7901 S HOMAN AVE,"$11,382.07"
18,Sidewalk Menu (2020),7925 S CHRISTIANA AVE,"$9,383.66"
18,Sidewalk Menu (2020),8000 S SAWYER AVE,"$11,120.99"
18,Sidewalk Menu (2020),8613 S KARLOV AVE,"$1,850.43"
18,Sidewalk Menu (2020),ON W 82ND ST FROM S SPRINGFIELD AVE  (3900 W) TO S PULASKI RD  (4000 W),"$40,535.82"
18,Sidewalk Menu (2020),S KILPATRICK AVE &  W 78TH ST; 7758 S KILPATRICK AVE,"$2,273.92"
18,Street Resurfacing Menu (1-5) (2020),ON S CHRISTIANA AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$54,641.16"
18,Street Resurfacing Menu (1-5) (2020),ON S HOYNE AVE FROM W 84TH ST  (8400 S) TO W 85TH ST  (8500 S),"$53,959.84"
18,Street Resurfacing Menu (1-5) (2020),ON S KENNETH AVE FROM W 85TH ST  (8500 S) TO W 86TH ST  (8600 S),"$66,721.05"
18,Street Resurfacing Menu (1-5) (2020),ON S OAKLEY AVE FROM W 72ND ST  (7200 S) TO W 73RD ST  (7300 S),"$57,042.36"
18,Street Resurfacing Menu (1-5) (2020),ON S TRUMBULL AVE FROM W 79TH ST  (7900 S) TO W 80TH ST  (8000 S),"$53,445.16"
18,Street Resurfacing Menu (2020),ON S ALBANY AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$60,899.80"
18,Street Resurfacing Menu (2020),ON S ARTESIAN AVE FROM W 73RD ST  (7300 S) TO W 74TH ST  (7400 S),"$1,173.18"
18,Street Resurfacing Menu (2020),ON S ARTESIAN AVE FROM W 76TH ST  (7600 S) TO W 77TH ST  (7700 S),"$48,249.96"
18,Street Resurfacing Menu (2020),ON S CLAREMONT AVE FROM W 81ST ST  (8100 S) TO W 81ST PL  (8200 S),"$41,013.83"
18,Street Resurfacing Menu (2020),ON S KEDVALE AVE FROM W 84TH ST  (8400 S) TO W 85TH ST  (8500 S),"$84,001.92"
18,Street Resurfacing Menu (2020),ON S MAPLEWOOD AVE FROM W 74TH ST  (7400 S) TO W COLUMBUS AVE  (7500 S),"$53,265.47"
18,Street Resurfacing Menu (2020),ON S SACRAMENTO AVE FROM W 82ND ST  (8200 S) TO W 83RD ST  (8300 S),"$53,937.66"
18,Street Resurfacing Menu (2020),ON S SEELEY AVE FROM W 75TH PL  (7530 S) TO W 76TH ST  (7600 S),"$49,961.58"
18,Street Resurfacing Menu (2020),ON S SPAULDING AVE FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$64,479.70"
18,Street Resurfacing Menu (2020),ON S SPAULDING AVE FROM W 82ND ST  (8200 S) TO W 83RD ST  (8300 S),"$53,851.05"
18,Street Resurfacing Menu (2020),ON S WHIPPLE ST FROM W 77TH ST  (7699 S) TO W COLUMBUS AVE  (7747 S),"$39,384.63"
18,Street Resurfacing Menu (2020),ON S WHIPPLE ST FROM W 81ST ST  (8100 S) TO W 82ND ST  (8200 S),"$69,213.10"
18,Street Resurfacing Menu (2020),ON W 78TH PL FROM S ST LOUIS AVE  (3500 W) TO S CENTRAL PARK AVE  (3600 W),"$48,251.01"
18,Street Resurfacing Menu (2020),ON W 83RD PL FROM S SPRINGFIELD AVE  (3900 W) TO S PULASKI RD  (4000 W),"$68,043.95"
18,Street Resurfacing Menu (2020),ON W 84TH ST FROM W COLUMBUS AVE  (3740 W) TO S HAMLIN AVE  (3800 W),"$27,699.82"
18,Street Resurfacing Menu (2020),ON W 85TH ST FROM S DAMEN AVE  (2000 W) TO S HOYNE AVE  (2100 W),"$61,200.70"
18,Street Resurfacing Menu (2020),ON W 86TH ST FROM S CALIFORNIA AVE  (2800 W) TO S MOZART ST  (2830 W),"$28,752.01"
18,Street Speed Hump Menu (2020),ON W 79TH PL FROM S KARLOV AVE  (4100 W) TO S KEELER AVE  (4200 W),"$4,700.00"
18,Street Speed Hump Menu (2020),ON W 85TH ST FROM S FRANCISCO AVE  (2900 W) TO S WHIPPLE ST  (3030 W),"$2,350.00"
18,Street Speed Hump Replacement (2020),ON S KILBOURN AVE FROM W 77TH PL  (7710 S) TO W 79TH ST  (7870 S),$0.00
19,Alley Resurfacing Menu (2020),W 112TH ST &  S CAMPBELL AVE&W 113TH ST &  S ARTESIAN AVE,"$27,695.94"
19,Beverly Park Playground,2460 W 102ND ST,"$50,000.00"
19,Sidewalk Menu (2020),W 104TH ST &  S WESTERN AVE,"$3,716.56"
19,Street Resurfacing Menu (1-5) (2020),ON S ARTESIAN AVE FROM W 105TH ST  (10500 S) TO W 106TH ST  (10600 S),"$56,169.22"
19,Street Resurfacing Menu (1-5) (2020),ON S SAWYER AVE FROM W 105TH PL  (10530 S) TO W 106TH ST  (10600 S),"$29,109.84"
19,Street Resurfacing Menu (1-5) (2020),ON S SAWYER AVE FROM W 105TH ST  (10500 S) TO W 105TH PL  (10530 S),"$28,270.97"
19,Street Resurfacing Menu (1-5) (2020),ON S SPAULDING AVE FROM W 114TH ST  (11400 S) TO W 115TH ST  (11500 S),"$79,673.78"
19,Street Resurfacing Menu (1-5) (2020),ON S WASHTENAW AVE FROM W 101ST ST  (10100 S) TO W MONSIGNOR MCELLIGOTT AVE (10200 S),"$55,763.39"
19,Street Resurfacing Menu (1-5) (2020),ON W 116TH PL FROM S HOMAN AVE  (3400 W) TO S ST LOUIS AVE  (3500 W),"$57,621.33"
19,Street Resurfacing Menu (2020),ON S CENTRAL PARK AVE FROM W 107TH ST  (10700 S) TO W 108TH ST  (10800 S),"$4,054.49"
19,Street Resurfacing Menu (2020),ON S CLAREMONT AVE FROM W 106TH ST  (10600 S) TO W 107TH ST  (10700 S),"$56,719.55"
19,Street Resurfacing Menu (2020),ON S DAMEN AVE FROM W 93RD ST  (9300 S) TO W 94TH ST  (9400 S),"$54,395.00"
19,Street Resurfacing Menu (2020),ON S FAIRFIELD AVE FROM W 110TH ST  (11000 S) TO W 111TH ST  (11100 S),"$61,234.11"
19,Street Resurfacing Menu (2020),ON S LEAVITT ST FROM W 102ND ST  (10200 S) TO W 103RD ST  (10300 S),"$46,747.34"
19,Street Resurfacing Menu (2020),ON S LONGWOOD DR FROM W 93RD ST  (9300 S) TO W 94TH ST  (9400 S),"$79,850.54"
19,Street Resurfacing Menu (2020),ON S LONGWOOD DR FROM W 94TH ST  (9400 S) TO W 95TH ST  (9500 S),"$42,863.95"
19,Street Resurfacing Menu (2020),ON S MILLARD AVE FROM W 105TH ST  (10500 S) TO W 107TH ST  (10700 S),"$123,143.38"
19,Street Resurfacing Menu (2020),ON S OAKLEY AVE FROM W 90TH ST  (9000 S) TO W 91ST ST  (9100 S),"$51,298.74"
19,Street Resurfacing Menu (2020),ON S OAKLEY AVE FROM W 98TH ST  (9800 S) TO W 99TH ST  (9900 S),"$52,717.27"
19,Street Resurfacing Menu (2020),ON S SEELEY AVE FROM W 103RD ST  (10300 S) TO W 104TH ST  (10400 S),"$52,814.84"
19,Street Resurfacing Menu (2020),ON S TROY ST FROM W 111TH ST  (11100 S) TO W 112TH ST  (11200 S),"$42,202.44"
19,Street Resurfacing Menu (2020),ON S WHIPPLE ST FROM W 109TH ST  (10900 S) TO W 110TH PL  (11030 S),"$78,474.81"
19,Street Resurfacing Menu (2020),ON W 100TH ST FROM S WALDEN PKWY  (1810 W) TO S LONGWOOD DR  (1900 W),"$21,859.66"
19,Street Resurfacing Menu (2020),ON W 104TH ST FROM S HOYNE AVE  (2100 W) TO S SEELEY AVE  (2030 W),"$24,749.73"
19,Street Resurfacing Menu (2020),ON W 104TH ST FROM S TALMAN AVE  (2650 W) TO S MAPLEWOOD AVE  (2530 W),"$66,918.25"
19,Street Resurfacing Menu (2020),ON W 105TH ST FROM S PULASKI RD  (4000 W) TO S SPRINGFIELD AVE  (3900 W),"$71,934.86"
19,Street Speed Hump Replacement (2020),ON W 104TH ST FROM S TALMAN AVE  (2650 W) TO S MAPLEWOOD AVE  (2530 W),$0.00
20,Alley Resurfacing Menu (1-1) (2020),W 54TH ST &  S LOOMIS BLVD&S BISHOP ST &  W GARFIELD BLVD,"$38,081.57"
20,Street Light Residential Staggered Piggy Back Menu (2020),ON E 64TH ST FROM S DORCHESTER AVE  (1400 E) TO S HARPER AVE  (1530 E); ON SHARPER AVE FROM 6423 S TO E 64TH ST  (6400 S); ON S BLACKSTONE AVE FROM 6498 S TO E 64TH ST  (6400 S),"$153,231.35"
20,Street Light Upgrade Menu (2020),248 W 65TH ST,$500.00
20,Street Resurfacing Menu (1-5) (2020),ON S PARNELL AVE FROM W 63RD ST  (6300 S) TO W 64TH ST  (6400 S),"$34,756.80"
20,Street Resurfacing Menu (1-5) (2020),ON W 50TH ST FROM S MARSHFIELD AVE  (1630 W) TO S PAULINA ST  (1700 W),"$44,212.08"
20,Street Resurfacing Menu (1-5) (2020),ON W 54TH ST FROM S LOWE AVE  (630 W) TO S UNION AVE  (700 W),"$33,173.75"
20,Street Resurfacing Menu (2020),ON E 57TH ST FROM S WABASH AVE  (50 E) TO S PRAIRIE AVE  (300 E); ON E 57TH ST FROM S STATE ST  (0 E) TO S WABASH AVE  (50 E),"$4,679.56"
20,Street Resurfacing Menu (2020),ON S ANTHONY AVE FROM E 68TH ST  (6760 S) TO S DR MARTIN LUTHER KING JR DR  (6800 S),"$22,072.80"
20,Street Resurfacing Menu (2020),ON S BISHOP ST FROM W 47TH ST  (4700 S) TO W 49TH ST  (4900 S),"$157,380.94"
20,Street Resurfacing Menu (2020),ON S EBERHART AVE FROM E 61ST ST  (6100 S) TO E 62ND ST  (6200 S),"$62,511.71"
20,Street Resurfacing Menu (2020),ON S ELIZABETH ST FROM W 48TH ST  (4800 S) TO W 49TH ST  (4900 S),"$60,141.27"
20,Street Resurfacing Menu (2020),ON S FRONTENAC AVE FROM W 60TH PL  (6030 S) TO W 60TH ST  (6020 S),"$36,586.56"
20,Street Resurfacing Menu (2020),ON S HERMITAGE AVE FROM W 50TH ST  (5000 S) TO W 51ST ST  (5100 S),"$29,318.91"
20,Street Resurfacing Menu (2020),ON S LA SALLE ST FROM W 57TH ST  (5700 S) TO W 59TH ST  (5900 S),"$110,874.72"
20,Street Resurfacing Menu (2020),ON S LOWE AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6599 S),"$65,161.24"
20,Street Resurfacing Menu (2020),ON S PRAIRIE AVE FROM E 60TH ST  (6000 S) TO E 61ST ST  (6100 S),"$95,595.95"
20,Street Resurfacing Menu (2020),ON S SHIELDS AVE FROM 5823 S TO W 59TH ST  (5900 S),"$39,464.37"
20,Street Resurfacing Menu (2020),ON S ST LAWRENCE AVE FROM E MARQUETTE RD  (6600 S) TO E 67TH ST  (6700 S),"$58,632.00"
20,Street Resurfacing Menu (2020),ON S THROOP ST FROM W 48TH ST  (4800 S) TO W 49TH ST  (4900 S),"$85,621.02"
20,Street Resurfacing Menu (2020),ON W 48TH ST FROM S RACINE AVE  (1200 W) TO S LOOMIS BLVD  (1400 W),"$132,786.82"
20,Street Resurfacing Menu (2020),ON W 54TH ST FROM S LOOMIS BLVD  (1400 W) TO S BISHOP ST  (1440 W),"$24,599.31"
20,Street Resurfacing Menu (2020),ON W 60TH ST FROM S STEWART AVE  (400 W) TO S NORMAL BLVD  (500 W),"$30,617.26"
20,Street Speed Hump Replacement (2020),ON S BISHOP ST FROM W 47TH ST  (4700 S) TO W 49TH ST  (4900 S),$0.00
20,Street Speed Hump Replacement (2020),ON S EBERHART AVE FROM E 61ST ST  (6100 S) TO E 62ND ST  (6200 S),$0.00
20,Street Speed Hump Replacement (2020),ON S ELIZABETH ST FROM W 48TH ST  (4800 S) TO W 49TH ST  (4900 S),$0.00
20,Street Speed Hump Replacement (2020),ON S LAFLIN ST FROM W 51ST ST  (5100 S) TO W 53RD ST  (5300 S),$0.00
20,Street Speed Hump Replacement (2020),ON S THROOP ST FROM W 48TH ST  (4800 S) TO W 49TH ST  (4900 S),$0.00
20,Street Speed Hump Replacement (2020),ON S VERNON AVE FROM E 65TH ST  (6500 S) TO E MARQUETTE RD  (6700 S),$0.00
20,Street Speed Hump Replacement (2020),ON W 54TH ST FROM S LOWE AVE  (630 W) TO S UNION AVE  (700 W),$0.00
21,Alley Apron Menu (2020),8314 S WINCHESTER AVE,"$3,537.34"
21,Alley Apron Menu (2020),8716 S LOWE AVE,"$15,128.17"
21,Alley Resurfacing Menu (1-1) (2020),7932 S JUSTINE ST; S JUSTINE ST &  W 79TH ST&W 80TH ST &  S ASHLAND AVE,"$25,662.20"
21,Alley Resurfacing Menu (1-1) (2020),8522 S RACINE AVE; S RACINE AVE &  W 85TH ST&S ELIZABETH ST &  W 86TH ST,"$27,891.48"
21,Alley Resurfacing Menu (2020),8215 S THROOP ST; S ELIZABETH ST &  W 82ND ST&W 83RD ST &  S THROOP ST,"$36,816.86"
21,Alley Resurfacing Menu (2020),W 80TH ST &  S ADA ST&S LOOMIS BLVD &  W 81ST ST,"$32,145.74"
21,Alley Resurfacing Menu (2020),W 81ST PL &  S EMERALD AVE&S UNION AVE &  W 81ST ST,"$30,643.45"
21,Alley Resurfacing Menu (2020),W 81ST ST &  S EMERALD AVE&S HALSTED ST &  W 82ND ST,"$53,290.60"
21,Alley Resurfacing Menu (2020),W 85TH ST &  S JUSTINE ST&S ASHLAND AVE &  W 86TH ST,"$32,845.74"
21,Alley Resurfacing Menu (2020),W 87TH ST &  S PEORIA ST&S VINCENNES AVE &  W 88TH ST,"$4,608.79"
21,Alley Speed Hump Menu (2020),ON S EGGLESTON AVE FROM W 89TH ST  (8900 S) TO W 90TH ST  (8999 S),"$1,400.00"
21,Alley Speed Hump Menu (2020),S MORGAN ST &  W 82ND ST&W 83RD ST &  S SANGAMON ST,"$1,400.00"
21,Alley Speed Hump Replacement (2020),8522 S RACINE AVE; S RACINE AVE &  W 85TH ST&S ELIZABETH ST &  W 86TH ST,$0.00
21,Alley Speed Hump Replacement (2020),W 80TH ST &  S ADA ST&S LOOMIS BLVD &  W 81ST ST,$0.00
21,Alley Speed Hump Replacement (2020),W 85TH ST &  S JUSTINE ST&S ASHLAND AVE &  W 86TH ST,$0.00
21,Curb & Gutter Menu (2020),705 W 81ST PL,"$7,998.60"
21,Curb & Gutter Menu (2020),8218 S THROOP ST,"$9,084.80"
21,Curb & Gutter Menu (2020),8235 S MARSHFIELD AVE,"$10,875.62"
21,Curb & Gutter Menu (2020),8801 S EMERALD AVE,"$22,749.85"
21,Curb & Gutter Menu (2020),8802 S EMERALD AVE,"$25,886.30"
21,Curb & Gutter Menu (2020),8856 S EMERALD AVE,"$17,296.74"
21,Curb & Gutter Menu (2020),8959 S MARSHFIELD AVE; W 90TH ST &  S MARSHFIELD AVE,"$17,911.00"
21,Curb & Gutter Menu (2020),ON S LOOMIS BLVD FROM W 85TH ST  (8500 S) TO W 87TH ST  (8700 S),"$246,371.26"
21,Curb & Gutter Menu (2020),ON W 82ND ST FROM S LOOMIS BLVD  (1400 W) TO S ADA ST  (1330 W),"$18,576.18"
21,Miscellaneous CDOT Projects (2020),7901 S ASHLAND AVE,$660.00
21,Miscellaneous CDOT Projects (2020),8259 S HALSTED ST,$660.00
21,Sidewalk Menu (2020),1216 W 95TH PL,"$2,840.88"
21,Sidewalk Menu (2020),1216 W 97TH ST,"$7,681.66"
21,Sidewalk Menu (2020),1667 W 92ND PL,"$9,068.90"
