ward,item,location,cost
12,Street Resurfacing Menu (2021),ON W 38TH PL FROM S CALIFORNIA AVE  (2800 W) TO S FRANCISCO AVE  (2900 W),"$50,164.93"
12,Street Speed Hump Menu (2021),ON S HOYNE AVE FROM W 36TH ST  (3600 S) TO W 37TH ST  (3700 S),"$4,700.00"
12,Street Speed Hump Menu (2021),ON S WOOD ST FROM W 36TH ST  (3600 S) TO W 37TH ST  (3700 S),"$4,700.00"
12,Street Speed Hump Menu (2021),ON S WOOD ST FROM W 37TH ST  (3700 S) TO W 38TH ST  (3800 S),"$4,700.00"
12,Street Speed Hump Menu (2021),ON W 33RD ST FROM S ASHLAND AVE  (1600 W) TO S PAULINA ST  (1700 W),"$4,700.00"
12,Street Speed Hump Menu (2021),ON W 33RD ST FROM S PAULINA ST  (1700 W) TO S WOOD ST  (1800 W),"$4,700.00"
12,Street Speed Hump Replacement (2021),ON S ARTESIAN AVE FROM W 40TH ST  (4000 S) TO W 42ND ST  (4200 S),$0.00
12,Street Speed Hump Replacement (2021),ON S MAPLEWOOD AVE FROM W 40TH ST  (4000 S) TO W 42ND ST  (4200 S),$0.00
12,Street Speed Hump Replacement (2021),ON S TROY ST FROM W CERMAK RD  (2200 S) TO W 23RD ST  (2300 S),$0.00
13,Alley Apron Menu (2021),4101 W 57TH PL,"$25,598.92"
13,Alley Apron Menu (2021),5800 S KILDARE AVE,"$14,997.92"
13,Alley Apron Menu (2021),6000 S MEADE AVE,"$26,735.02"
13,Alley Resurfacing Menu (2021),3643 W 70TH ST; W 70TH ST &  S LAWNDALE AVE&S CENTRAL PARK AVE &  W 70TH PL,"$27,475.46"
13,Alley Speed Hump Menu (2021),6653 S KNOX AVE,$700.00
13,Alley Speed Hump Menu (2021),6714 S KENNETH AVE,$700.00
13,Bollard Menu (2021),4114 W 56TH PL,$876.74
13,Bollard Menu (2021),5542 W 64TH PL,"$4,990.22"
13,Bollard Menu (2021),5901 W 64TH PL,$876.74
13,Bollard Menu (2021),6311 W 59TH ST,$876.74
13,Bollard Menu (2021),6642 S KILDARE AVE; 4308 W MARQUETTE RD,"$4,990.22"
13,Bollard Menu (2021),6714 S KENNETH AVE,$876.74
13,Bollard Menu (2021),7254 S RIDGEWAY AVE,$876.74
13,Concrete Alley Menu (2021),5747-5759 S RUTHERFORD AVE; W 57TH ST &  S RUTHERFORD AVE&S NORMANDY AVE &  W 58TH ST,"$31,505.16"
13,Concrete Alley Menu (2021),6037 W 64TH ST,"$19,005.08"
13,Concrete Alley Menu (2021),6124-6128 S NAGLE AVE,"$12,162.51"
13,Concrete Alley Menu (2021),6859 S KILDARE AVE,"$11,455.44"
13,Curb & Gutter Menu (2021),5551 S KILBOURN AVE,"$3,440.41"
13,Curb & Gutter Menu (2021),5844 S SAYRE AVE,"$8,979.45"
13,Curb & Gutter Menu (2021),5858 S SAYRE AVE,"$2,001.39"
13,Curb & Gutter Menu (2021),5914 S MOODY AVE,"$3,259.87"
13,Curb & Gutter Menu (2021),5918 S MCVICKER AVE,"$1,283.37"
13,Curb & Gutter Menu (2021),6156 S MULLIGAN AVE,"$2,302.65"
13,Curb & Gutter Menu (2021),6208-6210 W 63RD PL,"$3,936.01"
13,Curb & Gutter Menu (2021),6345 S KOMENSKY AVE,"$3,137.38"
13,Curb & Gutter Menu (2021),6400 S LA CROSSE AVE,"$3,350.49"
13,Curb & Gutter Menu (2021),6525 W 60TH ST,"$1,180.94"
13,Curb & Gutter Menu (2021),6534 S KEELER AVE,"$2,542.19"
13,Curb & Gutter Menu (2021),6543 S KEELER AVE,$451.65
13,Curb & Gutter Menu (2021),6626 S KILPATRICK AVE,"$5,294.13"
13,Floodlight Menu (2021),6523 S KNOX AVE,$950.00
13,Floodlight Menu (2021),W 55TH ST &  S MULLIGAN AVE,$950.00
13,Floodlight Menu (2021),W 61ST ST &  S MULLIGAN AVE,$950.00
13,Miscellaneous CDOT Projects (2021),5209 W 63RD PL,$660.00
13,Sidewalk Menu (2021),3654 W 71ST ST,"$17,944.61"
13,Sidewalk Menu (2021),3734 W 69TH PL,"$2,394.22"
13,Sidewalk Menu (2021),3744 W 68TH PL,"$7,326.62"
13,Sidewalk Menu (2021),3748 W 70TH PL,"$3,070.95"
13,Sidewalk Menu (2021),3801 W 68TH PL,"$4,840.48"
13,Sidewalk Menu (2021),3825 W 66TH ST,"$2,360.00"
13,Sidewalk Menu (2021),3830 W 71ST ST,"$16,997.84"
13,Sidewalk Menu (2021),3943 W 66TH ST,"$2,617.24"
13,Sidewalk Menu (2021),4024 W 56TH PL,$381.14
13,Sidewalk Menu (2021),4030 W 57TH ST,"$2,139.34"
13,Sidewalk Menu (2021),4037 W 56TH ST,"$1,027.78"
13,Sidewalk Menu (2021),4046 W 57TH ST,"$5,854.69"
13,Sidewalk Menu (2021),4119 W 59TH ST,"$2,614.88"
13,Sidewalk Menu (2021),4313 W 59TH ST,"$2,199.52"
13,Sidewalk Menu (2021),4513 W 65TH ST,"$1,122.18"
13,Sidewalk Menu (2021),4529 W 64TH PL,"$3,106.94"
13,Sidewalk Menu (2021),4548 W 65TH PL,"$7,629.41"
13,Sidewalk Menu (2021),5442 W 63RD PL; ON W 63RD PL FROM S LONG AVE  (5400 W) TO S LINDER AVE  (5500 W); 5446 W 63RD PL,$859.99
13,Sidewalk Menu (2021),5446 W 63RD PL; 5442 W 63RD PL; ON W 63RD PL FROM S LONG AVE  (5400 W) TO S LINDER AVE  (5500 W),"$7,883.46"
13,Sidewalk Menu (2021),5519 S KOLMAR AVE,"$1,938.74"
13,Sidewalk Menu (2021),5525 S KOLMAR AVE; 5521 S KOLMAR AVE; ON S KOLMAR AVE FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),"$2,224.30"
13,Sidewalk Menu (2021),5531 S KOLMAR AVE,"$2,309.26"
13,Sidewalk Menu (2021),5535 S TRIPP AVE,"$1,441.96"
13,Sidewalk Menu (2021),5536 S MOODY AVE,"$1,800.68"
13,Sidewalk Menu (2021),5538 W 65TH ST,"$1,419.54"
13,Sidewalk Menu (2021),5548 S KEDVALE AVE,"$2,087.42"
13,Sidewalk Menu (2021),5600 S KEELER AVE; 5606 S KEELER AVE,"$2,975.96"
13,Sidewalk Menu (2021),5601 S NEENAH AVE,"$38,637.86"
13,Sidewalk Menu (2021),5612 S MERRIMAC AVE,"$1,918.44"
13,Sidewalk Menu (2021),5645 S NEENAH AVE,"$2,243.18"
13,Sidewalk Menu (2021),5717 S NATCHEZ AVE,"$5,037.68"
13,Sidewalk Menu (2021),5728 S NAGLE AVE,"$1,920.92"
13,Sidewalk Menu (2021),5734 S NEW ENGLAND AVE,"$2,977.14"
13,Sidewalk Menu (2021),5743 S KOLMAR AVE,$381.14
13,Sidewalk Menu (2021),5743 S NATCHEZ AVE,"$5,802.08"
13,Sidewalk Menu (2021),5746 S NEWLAND AVE,"$3,249.25"
13,Sidewalk Menu (2021),5747 S NEENAH AVE,"$18,278.55"
13,Sidewalk Menu (2021),5759 S NAGLE AVE,"$3,799.60"
13,Sidewalk Menu (2021),5759 S NATOMA AVE,"$2,152.32"
13,Sidewalk Menu (2021),5810 S MERRIMAC AVE,"$3,511.21"
13,Sidewalk Menu (2021),5816 S MCVICKER AVE,$784.70
13,Sidewalk Menu (2021),5824 S NEWLAND AVE; ON S NEWLAND AVE FROM W 58TH ST  (5800 S) TO W 59TH ST  (5899 S),"$3,764.20"
13,Sidewalk Menu (2021),5827 S NEWLAND AVE,"$5,902.50"
13,Sidewalk Menu (2021),5834 S MELVINA AVE,$818.92
13,Sidewalk Menu (2021),5855 S OAK PARK AVE,"$3,622.60"
13,Sidewalk Menu (2021),5858 W 63RD PL,"$25,165.21"
13,Sidewalk Menu (2021),5909 S NARRAGANSETT AVE,"$1,596.78"
13,Sidewalk Menu (2021),5920 S KILBOURN AVE,"$1,164.66"
13,Sidewalk Menu (2021),5921 S KOLMAR AVE,$381.14
13,Sidewalk Menu (2021),5921 S KOSTNER AVE,"$1,970.60"
13,Sidewalk Menu (2021),5941 S PARKSIDE AVE,"$3,040.86"
13,Sidewalk Menu (2021),5943 S KILBOURN AVE,"$1,843.16"
13,Sidewalk Menu (2021),5958 S KILDARE AVE,"$4,725.78"
13,Sidewalk Menu (2021),6006 S KNOX AVE,"$2,744.68"
13,Sidewalk Menu (2021),6011 S RUTHERFORD AVE,"$1,760.56"
13,Sidewalk Menu (2021),6012 S MELVINA AVE,"$4,349.01"
13,Sidewalk Menu (2021),6013 S KEATING AVE,"$1,983.58"
13,Sidewalk Menu (2021),6028 S KOSTNER AVE,"$5,617.27"
13,Sidewalk Menu (2021),6032 S KOSTNER AVE,"$1,154.04"
13,Sidewalk Menu (2021),6048 S MERRIMAC AVE,"$1,037.22"
13,Sidewalk Menu (2021),6050 S KNOX AVE,"$3,326.42"
13,Sidewalk Menu (2021),6058 S KILDARE AVE,"$10,296.68"
13,Sidewalk Menu (2021),6143 S KEATING AVE,"$3,676.88"
13,Sidewalk Menu (2021),6215 S PARKSIDE AVE,"$2,713.76"
13,Sidewalk Menu (2021),6315 S KOMENSKY AVE,"$2,108.66"
13,Sidewalk Menu (2021),6321 S LAVERGNE AVE,$349.28
13,Sidewalk Menu (2021),6342 S LA CROSSE AVE,"$1,346.38"
13,Sidewalk Menu (2021),6405 S KEDVALE AVE,"$3,620.24"
13,Sidewalk Menu (2021),6421 S KENNETH AVE,"$3,306.36"
13,Sidewalk Menu (2021),6428 S KEELER AVE,"$3,338.22"
13,Sidewalk Menu (2021),6437 S KENNETH AVE,"$2,807.22"
13,Sidewalk Menu (2021),6439 S AUSTIN AVE,"$4,080.44"
13,Sidewalk Menu (2021),6441 S KOLIN AVE,"$5,361.92"
13,Sidewalk Menu (2021),6459 S KENNETH AVE,"$1,040.76"
13,Sidewalk Menu (2021),6500 S KNOX AVE,"$14,077.63"
13,Sidewalk Menu (2021),6534 S KOSTNER AVE,$456.66
13,Sidewalk Menu (2021),6536 W 63RD ST,"$1,509.81"
13,Sidewalk Menu (2021),6537 S KEELER AVE,"$1,704.86"
13,Sidewalk Menu (2021),6619-6625 S KILBOURN AVE,"$9,777.48"
13,Sidewalk Menu (2021),6629 S KOMENSKY AVE,"$2,630.22"
13,Sidewalk Menu (2021),6650 S KEDVALE AVE,$559.32
13,Sidewalk Menu (2021),6651 S KILBOURN AVE,"$4,686.96"
13,Sidewalk Menu (2021),6732 S KILBOURN AVE,"$1,006.54"
13,Sidewalk Menu (2021),6816 S KEDVALE AVE,"$1,467.68"
13,Sidewalk Menu (2021),6818 S KEDVALE AVE,"$3,375.98"
13,Sidewalk Menu (2021),7115 S MILLARD AVE,"$2,553.52"
13,Sidewalk Menu (2021),7129 S MILLARD AVE,"$2,389.26"
13,Sidewalk Menu (2021),7226 S MILLARD AVE,"$2,155.86"
13,Sidewalk Menu (2021),S MULLIGAN AVE &  W 62ND ST; 6200 S MULLIGAN AVE,"$2,639.07"
13,Speed Indicator Signs (2021),3837 W 71ST ST,"$11,000.00"
13,Speed Indicator Signs (2021),4528 W MARQUETTE RD,"$14,000.00"
13,Speed Indicator Signs (2021),6200 S MASON AVE,"$14,000.00"
13,Speed Indicator Signs (2021),6211 W 59TH ST,"$11,000.00"
13,Speed Indicator Signs (2021),ON W 55TH ST FROM S MOBILE AVE  (6300 W) TO S MERRIMAC AVE  (6230 W),"$11,000.00"
13,Speed Indicator Signs (2021),W 58TH ST &  S MULLIGAN AVE,"$14,000.00"
13,Street Light Upgrade Menu (2021),3625 W 70TH PL,$500.00
13,Street Light Upgrade Menu (2021),3625 W MARQUETTE RD,$500.00
13,Street Light Upgrade Menu (2021),3755 W 69TH ST,$500.00
13,Street Light Upgrade Menu (2021),4155 W 57TH ST,$491.07
13,Street Light Upgrade Menu (2021),5758 S NEW ENGLAND AVE,$500.00
13,Street Light Upgrade Menu (2021),5919 S MULLIGAN AVE,$500.00
13,Street Light Upgrade Menu (2021),6018 S MOODY AVE,$500.00
13,Street Light Upgrade Menu (2021),6241 S MOODY AVE,$500.00
13,Street Light Upgrade Menu (2021),6318 S LOREL AVE,$500.00
13,Street Light Upgrade Menu (2021),6455-6457 S PULASKI RD,$500.00
13,Street Light Upgrade Menu (2021),6504 W 61ST ST,$500.00
13,Street Light Upgrade Menu (2021),6550 S KOMENSKY AVE,$500.00
13,Street Light Upgrade Menu (2021),7134 S AVERS AVE,$500.00
13,Street Resurfacing Menu (2021),ON S KENNETH AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),"$58,546.04"
13,Street Resurfacing Menu (2021),ON S KENNETH AVE FROM W 61ST ST  (6100 S) TO W 62ND ST  (6200 S),"$50,861.05"
13,Street Resurfacing Menu (2021),ON S KILBOURN AVE FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),"$59,514.98"
13,Street Resurfacing Menu (2021),ON S KOLIN AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),"$58,908.12"
13,Street Resurfacing Menu (2021),ON S NAGLE AVE FROM W 62ND ST  (6200 S) TO W 63RD ST  (6300 S),"$56,280.48"
13,Street Resurfacing Menu (2021),ON S NATCHEZ AVE FROM W 56TH ST  (5600 S) TO W 58TH ST  (5800 S),"$103,268.91"
13,Street Resurfacing Menu (2021),ON W 56TH ST FROM S KOLIN AVE  (4330 W) TO S KOSTNER AVE  (4400 W),"$26,798.74"
13,Street Resurfacing Menu (2021),ON W 60TH ST FROM S MOODY AVE  (6130 W) TO S MELVINA AVE  (6200 W),"$37,402.89"
13,Street Resurfacing Menu (2021),ON W 62ND ST FROM S KOSTNER AVE  (4400 W) TO S KENNETH AVE  (4430 W),"$24,696.37"
13,Street Resurfacing Menu (2021),ON W 63RD PL FROM 3942 W TO S SPRINGFIELD AVE  (3900 W),"$37,103.95"
13,Street Resurfacing Menu (2021),ON W 64TH ST FROM S LINDER AVE  (5500 W) TO S CENTRAL AVE  (5600 W),"$55,988.30"
13,Street Resurfacing Menu (2021),ON W 66TH PL FROM S LAWNDALE AVE  (3700 W) TO S HAMLIN AVE  (3800 W),"$49,499.45"
13,Street Speed Hump Replacement (2021),ON S KILBOURN AVE FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),$0.00
13,Wentworth Park Dog Park Improvements,5625 S MOBILE AVE,"$100,000.00"
13,West Lawn Park Dog Park Improvements,4233 W 65TH ST,"$100,000.00"
14,1 POD Camera: 5000 S Kilbourn,5000 S KILBOURN AVE,"$24,776.00"
14,Alley Apron Menu (2021),3000 W 54TH PL; ON S SACRAMENTO AVE FROM W 54TH PL  (5430 S) TO W 54TH ST  (5400 S),"$8,726.89"
14,Alley Resurfacing Menu (1-1) (2021),S CHRISTIANA AVE &  W 46TH ST&W 47TH ST &  S HOMAN AVE; 4600 S CHRISTIANA AVE,"$37,159.09"
14,Alley Resurfacing Menu (2021),2650 W 51ST ST; W 51ST ST &  S WASHTENAW AVE&S TALMAN AVE &  W 50TH ST,"$40,636.18"
14,Alley Resurfacing Menu (2021),4624 S KEELER AVE; S KEELER AVE &  W 46TH ST&W 47TH ST &  S TRIPP AVE,"$39,818.01"
14,Alley Resurfacing Menu (2021),S RIDGEWAY AVE &  S ARCHER AVE&W 49TH ST &  S HAMLIN AVE; 4822 S RIDGEWAY AVE,"$29,513.96"
14,Alley Resurfacing Menu (2021),S WHIPPLE ST &  W 57TH ST&W 58TH ST &  S SACRAMENTO AVE; 5723 S WHIPPLE ST,"$33,770.63"
14,Alley Speed Hump Menu (2021),4801 S KNOX AVE; W 48TH ST &  S KNOX AVE&S KNOX AVE &  W 49TH ST,"$1,400.00"
14,Alley Speed Hump Replacement (2021),2650 W 51ST ST; W 51ST ST &  S WASHTENAW AVE&S TALMAN AVE &  W 50TH ST,$0.00
14,Alley Speed Hump Replacement (2021),4624 S KEELER AVE; S KEELER AVE &  W 46TH ST&W 47TH ST &  S TRIPP AVE,$0.00
14,Alley Speed Hump Replacement (2021),S CHRISTIANA AVE &  W 46TH ST&W 47TH ST &  S HOMAN AVE; 4600 S CHRISTIANA AVE,$0.00
14,Alley Speed Hump Replacement (2021),S WHIPPLE ST &  W 57TH ST&W 58TH ST &  S SACRAMENTO AVE; 5723 S WHIPPLE ST,$0.00
14,Curb & Gutter Menu (2021),3407 W 54TH ST,"$17,647.27"
14,Miscellaneous CDOT Projects (2021),4759 S KENNETH AVE,$761.00
14,Sidewalk Menu (2021),3325 W 51ST ST,"$7,521.32"
14,Sidewalk Menu (2021),3838 W 51ST ST,"$11,012.47"
14,Sidewalk Menu (2021),4225 W 47TH ST,"$20,192.27"
14,Sidewalk Menu (2021),4415-4423 S SAWYER AVE,"$11,059.02"
14,Sidewalk Menu (2021),4442-4453 S ST LOUIS AVE,"$5,728.90"
14,Sidewalk Menu (2021),4458 S ALBANY AVE,"$1,340.48"
14,Sidewalk Menu (2021),4521 S DRAKE AVE,"$1,945.82"
14,Sidewalk Menu (2021),4557 S SPRINGFIELD AVE,"$8,618.72"
14,Sidewalk Menu (2021),4643 S HOMAN AVE,"$3,087.23"
14,Sidewalk Menu (2021),4715-4717 S AVERS AVE,"$5,804.42"
14,Sidewalk Menu (2021),4715-4759 S KOLIN AVE,"$16,420.88"
14,Sidewalk Menu (2021),4718-4758 S KOLIN AVE,"$4,722.36"
14,Sidewalk Menu (2021),4734-4742 W 51ST ST,"$6,170.57"
14,Sidewalk Menu (2021),4751-4755 S HAMLIN AVE,"$3,271.43"
14,Sidewalk Menu (2021),4800 S TRIPP AVE,"$13,504.63"
14,Sidewalk Menu (2021),4900 S KEELER AVE,"$11,638.69"
14,Sidewalk Menu (2021),4949-4955 S KILPATRICK AVE,"$9,612.28"
14,Sidewalk Menu (2021),5001-5007 S KILPATRICK AVE,"$8,663.56"
14,Sidewalk Menu (2021),5100 S MELVINA AVE,"$9,041.16"
14,Sidewalk Menu (2021),5111-5143 S NAGLE AVE,"$13,411.88"
14,Sidewalk Menu (2021),5140-5150 S LOREL AVE,"$12,882.06"
14,Sidewalk Menu (2021),5158 S LOCKWOOD AVE,"$11,049.52"
14,Sidewalk Menu (2021),5200-5226 S MCVICKER AVE,"$6,638.68"
14,Sidewalk Menu (2021),5205-5213 S MULLIGAN AVE,"$3,968.34"
14,Sidewalk Menu (2021),5216-5248 S SPAULDING AVE,"$8,062.94"
14,Sidewalk Menu (2021),5224-5230 S MONITOR AVE,"$7,297.12"
14,Sidewalk Menu (2021),5337-5356 S SAWYER AVE,"$5,155.42"
14,Sidewalk Menu (2021),5411-5413 S RICHMOND ST,"$21,929.42"
14,Sidewalk Menu (2021),ON S RICHMOND ST FROM W 54TH ST  (5400 S) TO W 55TH ST  (5500 S); 2924 W 55TH ST,"$9,849.35"
14,Street Resurfacing Menu (1-5) (2021),ON W 53RD ST FROM S CENTRAL AVE  (5600 W) TO S MAYFIELD AVE  (5900 W),"$179,150.34"
14,Street Resurfacing Menu (1-5) (2021),ON W 53RD ST FROM S MAYFIELD AVE  (5900 W) TO S MEADE AVE  (6100 W),"$105,294.86"
14,Street Resurfacing Menu (2021),ON S ALBANY AVE FROM W 54TH ST  (5400 S) TO W 55TH ST  (5500 S),"$24,155.06"
14,Street Resurfacing Menu (2021),ON S KEATING AVE FROM W 47TH ST  (4700 S) TO W 51ST ST  (5099 S),"$256,897.12"
14,Street Resurfacing Menu (2021),ON S MAYFIELD AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (6080 S),"$164,006.39"
14,Street Resurfacing Menu (2021),ON S MONITOR AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (6050 S),"$147,554.95"
14,Street Resurfacing Menu (2021),ON S MOZART ST FROM W 53RD ST  (5300 S) TO W 55TH ST  (5500 S),"$110,331.30"
14,Street Speed Hump Menu (2021),ON S FAIRFIELD AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$4,700.00"
14,Street Speed Hump Menu (2021),ON S FAIRFIELD AVE FROM W 53RD ST  (5300 S) TO W 54TH ST  (5400 S),"$4,700.00"
14,Street Speed Hump Menu (2021),ON S ROCKWELL ST FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$4,700.00"
14,Street Speed Hump Menu (2021),ON S ST LOUIS AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$4,700.00"
14,Street Speed Hump Replacement (2021),ON S MOZART ST FROM W 53RD ST  (5300 S) TO W 55TH ST  (5500 S),$0.00
15,Alley Apron Menu (2021),4315 S FAIRFIELD AVE,"$5,297.88"
15,Alley Apron Menu (2021),4445 S ARTESIAN AVE; 4444 S ARTESIAN AVE,"$22,215.40"
15,Alley Apron Menu (2021),4445 S CAMPBELL AVE,"$13,442.20"
15,Alley Apron Menu (2021),5515 S WASHTENAW AVE,"$14,775.26"
15,Alley Apron Menu (2021),ON W 42ND ST FROM S MAPLEWOOD AVE  (2530 W) TO S ROCKWELL ST  (2600 W),"$12,911.09"
15,Alley Apron Menu (2021),ON W 45TH ST FROM S FRANCISCO AVE  (2900 W) TO S RICHMOND ST  (2930 W),"$24,479.09"
15,Alley Apron Menu (2021),ON W 45TH ST FROM S WASHTENAW AVE  (2700 W) TO S FAIRFIELD AVE  (2730 W),"$23,958.64"
15,Alley Apron Menu (2021),ON W 46TH ST FROM S RICHMOND ST  (2930 W) TO S SACRAMENTO AVE  (3000 W),"$23,892.32"
15,Alley Apron Menu (2021),ON W 49TH ST FROM S SEELEY AVE  (2030 W) TO S HOYNE AVE  (2100 W),"$16,082.57"
15,Alley Apron Menu (2021),ON W 50TH ST FROM S SEELEY AVE  (2030 W) TO S HOYNE AVE  (2100 W),"$17,631.07"
15,Alley Resurfacing Menu (2021),S ARTESIAN AVE &  W POPE JOHN PAUL II DR&S CAMPBELL AVE &  W 44TH ST,"$46,906.24"
15,Alley Resurfacing Menu (2021),S HONORE ST &  W 61ST ST&W 62ND ST &  S WOOD ST,"$38,974.72"
15,Alley Resurfacing Menu (2021),S HONORE ST &  W 63RD ST&W 64TH ST &  S WOOD ST,"$43,969.98"
15,Alley Resurfacing Menu (2021),S WOLCOTT AVE &  W 59TH ST&W 60TH ST &  S HONORE ST,"$38,672.44"
15,Alley Resurfacing Menu (2021),S WOLCOTT AVE &  W 60TH ST&W 61ST ST &  S HONORE ST,"$37,083.94"
15,Alley Resurfacing Menu (2021),S WOLCOTT AVE &  W 61ST ST&W 62ND ST &  S HONORE ST,"$40,433.81"
15,Alley Resurfacing Menu (2021),S WOLCOTT AVE &  W 62ND ST&W 63RD ST &  S HONORE ST,"$12,940.05"
15,Alley Resurfacing Menu (2021),S WOLCOTT AVE &  W 63RD ST&W 64TH ST &  S HONORE ST,"$40,281.66"
15,Alley Resurfacing Menu (2021),W 42ND ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W POPE JOHN PAUL II DR,"$39,588.50"
15,Alley Resurfacing Menu (2021),W 42ND ST &  S FAIRFIELD AVE&S CALIFORNIA AVE &  W POPE JOHN PAUL II DR,"$52,357.96"
15,Alley Resurfacing Menu (2021),W 43RD ST &  S HERMITAGE AVE&S PAULINA ST &  W 44TH ST,"$27,680.39"
15,Alley Resurfacing Menu (2021),W 44TH ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W 45TH ST,"$45,458.61"
15,Alley Resurfacing Menu (2021),W 44TH ST &  S FRANCISCO AVE&S RICHMOND ST &  W 45TH ST,"$32,866.24"
15,Alley Resurfacing Menu (2021),W 44TH ST &  S MAPLEWOOD AVE&S ROCKWELL ST &  W 45TH ST,"$54,328.51"
15,Alley Resurfacing Menu (2021),W 44TH ST &  S WHIPPLE ST&S ALBANY AVE &  W 45TH ST,"$39,588.50"
15,Alley Resurfacing Menu (2021),W 45TH ST &  S CALIFORNIA AVE&S MOZART ST &  W 46TH ST,"$45,551.67"
15,Alley Resurfacing Menu (2021),W 45TH ST &  S MOZART ST&S FRANCISCO AVE &  W 46TH ST,"$26,768.82"
15,Alley Resurfacing Menu (2021),W 45TH ST &  S SACRAMENTO AVE&S WHIPPLE ST &  W 46TH ST,"$39,036.22"
15,Alley Resurfacing Menu (2021),W 46TH ST &  S FAIRFIELD AVE&S CALIFORNIA AVE &  W 47TH ST,"$39,070.37"
15,Alley Resurfacing Menu (2021),W 46TH ST &  S HERMITAGE AVE&S WOOD ST &  W 47TH ST,"$58,214.59"
15,Alley Resurfacing Menu (2021),W 46TH ST &  S WHIPPLE ST&S ALBANY AVE &  W 47TH ST,"$54,623.94"
15,Alley Resurfacing Menu (2021),W 47TH ST &  S WOLCOTT AVE&S WINCHESTER AVE &  W 48TH ST,"$51,944.53"
15,Alley Resurfacing Menu (2021),W 49TH ST &  S WINCHESTER AVE&S DAMEN AVE &  W 50TH ST,"$47,906.11"
15,Alley Resurfacing Menu (2021),W 49TH ST &  S WOOD ST&S HONORE ST &  W 50TH ST,"$33,461.54"
15,Alley Resurfacing Menu (2021),W 50TH ST &  S SEELEY AVE&S HOYNE AVE &  W 51ST ST,"$63,745.86"
15,Alley Resurfacing Menu (2021),W GARFIELD BLVD &  S HONORE ST&S WOLCOTT AVE &  W 56TH ST,"$36,109.00"
15,Alley Resurfacing Menu (2021),W GARFIELD BLVD &  S WOOD ST&S HONORE ST &  W 56TH ST,"$43,590.35"
15,Alley Speed Hump Replacement (2021),S ARTESIAN AVE &  W POPE JOHN PAUL II DR&S CAMPBELL AVE &  W 44TH ST,$0.00
15,Alley Speed Hump Replacement (2021),S HONORE ST &  W 63RD ST&W 64TH ST &  S WOOD ST,$0.00
15,Alley Speed Hump Replacement (2021),S WOLCOTT AVE &  W 61ST ST&W 62ND ST &  S HONORE ST,$0.00
15,Alley Speed Hump Replacement (2021),S WOLCOTT AVE &  W 63RD ST&W 64TH ST &  S HONORE ST,$0.00
15,Alley Speed Hump Replacement (2021),W 42ND ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W POPE JOHN PAUL II DR,$0.00
15,Alley Speed Hump Replacement (2021),W 42ND ST &  S FAIRFIELD AVE&S CALIFORNIA AVE &  W POPE JOHN PAUL II DR,$0.00
15,Alley Speed Hump Replacement (2021),W 44TH ST &  S ARTESIAN AVE&S CAMPBELL AVE &  W 45TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 44TH ST &  S FRANCISCO AVE&S RICHMOND ST &  W 45TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 44TH ST &  S MAPLEWOOD AVE&S ROCKWELL ST &  W 45TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 44TH ST &  S WHIPPLE ST&S ALBANY AVE &  W 45TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 45TH ST &  S CALIFORNIA AVE&S MOZART ST &  W 46TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 45TH ST &  S MOZART ST&S FRANCISCO AVE &  W 46TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 45TH ST &  S SACRAMENTO AVE&S WHIPPLE ST &  W 46TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 46TH ST &  S FAIRFIELD AVE&S CALIFORNIA AVE &  W 47TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 46TH ST &  S HERMITAGE AVE&S WOOD ST &  W 47TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 46TH ST &  S WHIPPLE ST&S ALBANY AVE &  W 47TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 47TH ST &  S WOLCOTT AVE&S WINCHESTER AVE &  W 48TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 49TH ST &  S WINCHESTER AVE&S DAMEN AVE &  W 50TH ST,$0.00
15,Alley Speed Hump Replacement (2021),W 49TH ST &  S WOOD ST&S HONORE ST &  W 50TH ST,$0.00
15,Bollard Menu (2021),2432 W 45TH ST,$495.91
