ward,item,location,cost
12,Alley Resurfacing Menu (2022),W 24TH ST &  S KEDZIE AVE&W 25TH ST &  S SAWYER AVE,"$33,247.47"
12,Alley Resurfacing Menu (2022),W PERSHING RD &  S WOLCOTT AVE&S HONORE ST &  W 38TH ST; 3844 S HONORE ST,"$6,949.45"
12,Alley Speed Hump Replacement (2022),S FRANCISCO AVE &  W 36TH ST&W 36TH PL &  S SACRAMENTO AVE,$0.00
12,Alley Speed Hump Replacement (2022),S FRANCISCO AVE &  W 39TH PL&W 40TH ST &  S SACRAMENTO AVE,$0.00
12,Alley Speed Hump Replacement (2022),S HERMITAGE AVE &  W 36TH ST&W 37TH ST &  S WOOD ST,$0.00
12,Alley Speed Hump Replacement (2022),S ROCKWELL ST &  W 25TH ST&W LUTHER ST &  S WASHTENAW AVE,$0.00
12,Alley Speed Hump Replacement (2022),W 24TH ST &  S KEDZIE AVE&W 25TH ST &  S SAWYER AVE,$0.00
12,Bollard Menu (2022),2107 S MARSHALL BLVD,"$1,989.48"
12,Bollard Menu (2022),3500 S MAPLEWOOD AVE,"$7,040.18"
12,Diagonal Parking Menu (2022),2238 W BROSS AVE; ON W BROSS AVE FROM S LEAVITT ST  (2200 W) TO S BELL AVE  (2240 W),"$108,105.40"
12,Miscellaneous CDOT Projects (2022),2900 W 38TH ST,$150.00
12,Sidewalk Menu (2022),2801-2825 W 31ST ST,"$2,309.61"
12,Sidewalk Menu (2022),3320 S WOOD ST,"$5,699.70"
12,Sidewalk Menu (2022),3609 S FRANCISCO AVE,$608.88
12,Sidewalk Menu (2022),3635 S HONORE ST,"$4,689.39"
12,Street Light Upgrade Menu (2022),3838 S WINCHESTER AVE,$500.00
12,Street Resurfacing Menu (2022),ON S CAMPBELL AVE FROM W 40TH ST  (4000 S) TO W 42ND ST  (4200 S),"$117,585.24"
12,Street Resurfacing Menu (2022),ON S HERMITAGE AVE FROM W 37TH ST  (3700 S) TO W 38TH ST  (3800 S),"$69,516.81"
12,Street Resurfacing Menu (2022),ON S WASHTENAW AVE FROM W 37TH PL  (3730 S) TO W 38TH ST  (3800 S),"$40,664.12"
12,Street Resurfacing Menu (2022),ON W 21ST ST FROM S CALIFORNIA AVE  (2800 W) TO S MARSHALL BLVD  (2900 W),"$111,787.23"
12,Street Resurfacing Menu (2022),ON W 36TH ST FROM S SEELEY AVE  (2030 W) TO S HAMILTON AVE  (2130 W),"$55,804.10"
12,Street Resurfacing Menu (2022),ON W 37TH PL FROM S ALBANY AVE  (3100 W) TO S KEDZIE AVE  (3200 W),"$49,280.66"
12,Street Resurfacing Menu (2022),ON W 38TH PL FROM S KEDZIE AVE  (3200 W) TO S ST LOUIS AVE  (3500 W),"$162,517.83"
12,Street Resurfacing Menu (2022),ON W 39TH PL FROM S CAMPBELL AVE  (2500 W) TO S ROCKWELL ST  (2600 W),"$54,205.65"
12,Street Resurfacing Menu (2022),ON W 40TH ST FROM S ALBANY AVE  (3100 W) TO S KEDZIE AVE  (3200 W),"$51,131.30"
12,Street Resurfacing Menu (2022),ON W 40TH ST FROM S CAMPBELL AVE  (2500 W) TO S ROCKWELL ST  (2600 W),"$61,203.23"
12,Street Resurfacing Menu (2022),ON W 40TH ST FROM S SACRAMENTO AVE  (3000 W) TO S ALBANY AVE  (3100 W),"$58,899.61"
12,Street Speed Hump Menu (2022),ON W 23RD PL FROM S ROCKWELL ST  (2600 W) TO S WASHTENAW AVE  (2700 W),"$2,350.00"
12,Street Speed Hump Menu (2022),ON W 32ND ST FROM S ASHLAND AVE  (1600 W) TO S PAULINA ST  (1700 W),"$4,700.00"
12,Street Speed Hump Replacement (2022),ON S CAMPBELL AVE FROM W 40TH ST  (4000 S) TO W 42ND ST  (4200 S),$0.00
12,Street Speed Hump Replacement (2022),ON W 21ST ST FROM S CALIFORNIA AVE  (2800 W) TO S MARSHALL BLVD  (2900 W),$0.00
12,Street Speed Hump Replacement (2022),ON W 36TH ST FROM S SEELEY AVE  (2030 W) TO S HAMILTON AVE  (2130 W),$0.00
12,Viaduct Improvement Menu (2022),3700 S ALBANY AVE,"$13,997.78"
13,1 POD Camera relocation - 6340 South Cicero,6340 S CICERO AVE,"$1,800.00"
13,Alley Apron Menu (2022),5658 S MOODY AVE,"$21,973.02"
13,Alley Resurfacing Menu (2022),S KARLOV AVE &  W 55TH ST&W 56TH ST &  S KEDVALE AVE,"$50,760.37"
13,Alley Resurfacing Menu (2022),S KOLMAR AVE &  W 62ND ST&W 63RD ST &  S KOLMAR AVE,"$24,114.34"
13,Alley Resurfacing Menu (2022),S MEADE AVE &  W 56TH ST&W 57TH ST &  S MCVICKER AVE; 5623 S MEADE AVE,"$24,055.25"
13,Alley Resurfacing Menu (2022),W 64TH ST &  S LAMON AVE&S LA CROSSE AVE &  W 65TH ST,"$29,838.94"
13,Alley Speed Hump Menu (2022),W 63RD ST &  S KOLIN AVE&S KILDARE AVE &  W 62ND ST,$56.06
13,Alley Speed Hump Replacement (2022),S KARLOV AVE &  W 55TH ST&W 56TH ST &  S KEDVALE AVE,$0.00
13,Bollard Menu (2022),3944-3945 W 64TH PL,"$2,225.48"
13,Bollard Menu (2022),4007 W 63RD ST,"$3,450.73"
13,Bollard Menu (2022),5542 W 64TH PL,"$2,624.32"
13,cm,5915 S NORMANDY AVE,"$1,338.36"
13,Concrete Alley Menu (2022),5516 S AUSTIN AVE,"$4,755.40"
13,Concrete Alley Menu (2022),5747-5759 S RUTHERFORD AVE; W 57TH ST &  S RUTHERFORD AVE&S NORMANDY AVE &  W 58TH ST,"$25,088.99"
13,Concrete Alley Menu (2022),6124-6128 S NAGLE AVE,"$11,444.57"
13,Floodlight Menu (2022),4119 W 59TH ST,$950.00
13,Miscellaneous CDOT Projects (2022),6000 S MELVINA AVE,$660.00
13,Miscellaneous CDOT Projects (2022),6400 S LINDER AVE,$660.00
13,Sidewalk Menu (2022),3630 W 70TH PL,"$2,689.22"
13,Sidewalk Menu (2022),3636 W 70TH ST,"$3,672.10"
13,Sidewalk Menu (2022),3720 W 69TH PL,"$3,595.99"
13,Sidewalk Menu (2022),3747 W 65TH PL,"$4,949.22"
13,Sidewalk Menu (2022),3923 W 58TH ST,"$3,033.31"
13,Sidewalk Menu (2022),5559 S KOLMAR AVE,"$15,054.91"
13,Sidewalk Menu (2022),5601 S KOLMAR AVE,"$14,345.26"
13,Sidewalk Menu (2022),5700 S NAGLE AVE,"$15,316.05"
13,Sidewalk Menu (2022),5701 S KENNETH AVE,"$3,552.98"
13,Sidewalk Menu (2022),5713 W 64TH PL,"$2,865.69"
13,Sidewalk Menu (2022),5821 S RUTHERFORD AVE; 5825 S RUTHERFORD AVE,"$13,239.95"
13,Sidewalk Menu (2022),5837 S SAYRE AVE,"$7,617.67"
13,Sidewalk Menu (2022),5950 S KOLMAR AVE,"$1,482.26"
13,Sidewalk Menu (2022),6007 S KILDARE AVE,"$2,858.31"
13,Sidewalk Menu (2022),6022 S KOSTNER AVE,"$2,760.91"
13,Sidewalk Menu (2022),6037 S MENARD AVE,"$3,905.03"
13,Sidewalk Menu (2022),6043 S KILPATRICK AVE,"$3,772.46"
13,Sidewalk Menu (2022),6105 S KOLIN AVE,"$5,554.91"
13,Sidewalk Menu (2022),6120 S NORMANDY AVE,"$3,682.01"
13,Sidewalk Menu (2022),6137 S MASSASOIT AVE,"$4,820.18"
13,Sidewalk Menu (2022),6140 S MAJOR AVE,"$4,274.26"
13,Sidewalk Menu (2022),6148 S MASSASOIT AVE,"$5,666.07"
13,Sidewalk Menu (2022),6151 W 63RD ST,"$10,474.62"
13,Sidewalk Menu (2022),6200 S NEENAH AVE,"$1,739.44"
13,Sidewalk Menu (2022),6215 S MENARD AVE,"$3,772.46"
13,Sidewalk Menu (2022),6216 S MONITOR AVE,"$5,547.59"
13,Sidewalk Menu (2022),6321 S KARLOV AVE,"$6,763.23"
13,Sidewalk Menu (2022),6336 S KEDVALE AVE,"$4,544.65"
13,Sidewalk Menu (2022),6358 S KILPATRICK AVE,"$2,044.94"
13,Sidewalk Menu (2022),6428 S KEATING AVE,"$1,391.81"
13,Sidewalk Menu (2022),6453 S KILPATRICK AVE,"$5,698.28"
13,Sidewalk Menu (2022),6541 S KENNETH AVE,"$6,692.67"
13,Sidewalk Menu (2022),6545 S SPRINGFIELD AVE,"$3,983.09"
13,Sidewalk Menu (2022),6625 S KOMENSKY AVE,"$3,772.46"
13,Sidewalk Menu (2022),6649 S KOMENSKY AVE,"$4,502.76"
13,Sidewalk Menu (2022),7250 S HAMLIN AVE,"$4,977.89"
13,Speed Indicator Signs (2022),3625 W MARQUETTE RD,"$14,000.00"
13,Speed Indicator Signs (2022),5800 S NEENAH AVE,"$14,000.00"
13,Street Light Upgrade Menu (2022),3700 W 66TH ST,$500.00
13,Street Light Upgrade Menu (2022),5536 S AUSTIN AVE,$500.00
13,Street Light Upgrade Menu (2022),5719 W 64TH PL,$500.00
13,Street Light Upgrade Menu (2022),5755 S NEW ENGLAND AVE; 6310 S LOREL AVE,"$1,000.00"
13,Street Light Upgrade Menu (2022),6036 S MASON AVE; 6058 S MASON AVE,"$1,000.00"
13,Street Light Upgrade Menu (2022),6244 S MENARD AVE,$500.00
13,Street Light Upgrade Menu (2022),6359 S LAPORTE AVE,$500.00
13,Street Resurfacing Menu (2022),ON S KARLOV AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),"$57,350.96"
13,Street Resurfacing Menu (2022),ON S KEELER AVE FROM W 59TH ST  (5900 S) TO W 61ST ST  (6100 S),"$107,704.21"
13,Street Resurfacing Menu (2022),ON S KILBOURN AVE FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),"$53,193.14"
13,Street Resurfacing Menu (2022),ON S KOMENSKY AVE FROM W 69TH ST  (6900 S) TO W 70TH ST  (7000 S),"$56,196.94"
13,Street Resurfacing Menu (2022),ON S KOSTNER AVE FROM W MARQUETTE RD  (6700 S) TO W 68TH ST  (6800 S),"$49,009.90"
13,Street Resurfacing Menu (2022),ON S MAJOR AVE FROM 5930 S TO W 60TH ST  (6000 S),"$46,556.75"
13,Street Resurfacing Menu (2022),ON S MCVICKER AVE FROM 5946 S TO W 59TH ST  (5900 S),"$28,633.79"
13,Street Resurfacing Menu (2022),ON S MCVICKER AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),"$55,587.21"
13,Street Resurfacing Menu (2022),ON S MCVICKER AVE FROM W 58TH ST  (5800 S) TO W 59TH ST  (5900 S),"$52,355.53"
13,Street Resurfacing Menu (2022),ON S MEADE AVE FROM W 58TH ST  (5800 S) TO W 60TH ST  (5999 S),"$78,491.99"
13,Street Resurfacing Menu (2022),ON S MOODY AVE FROM W 59TH ST  (5900 S) TO W 60TH ST  (6000 S),"$26,762.34"
13,Street Resurfacing Menu (2022),ON S SPRINGFIELD AVE FROM W 70TH PL  (7030 S) TO W 71ST ST  (7100 S),"$39,050.38"
13,Street Resurfacing Menu (2022),ON W 60TH ST FROM S MOODY AVE  (6130 W) TO S MEADE AVE  (6100 W),"$36,238.92"
13,Street Resurfacing Menu (2022),ON W 63RD PL FROM S MEADE AVE  (6100 W) TO S MELVINA AVE  (6200 W),"$55,947.56"
13,Street Resurfacing Menu (2022),ON W 64TH PL FROM 4554 W TO S KILBOURN AVE  (4500 W),"$49,009.90"
13,Street Speed Hump Replacement (2022),ON S KEELER AVE FROM W 59TH ST  (5900 S) TO W 61ST ST  (6100 S),$0.00
13,Street Speed Hump Replacement (2022),ON S KILBOURN AVE FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),$0.00
13,Street Speed Hump Replacement (2022),ON S MAJOR AVE FROM 5930 S TO W 60TH ST  (6000 S),$0.00
13,Street Speed Hump Replacement (2022),ON S MCVICKER AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),$0.00
13,Wentworth Park Dog Park Improvements,5625 S MOBILE AVE,"$75,000.00"
13,Westlawn Park Dog Park Improvements,4233 W 65TH ST,"$200,000.00"
14,ADA - Street Resurfacing Menu (2022),ON W 52ND ST FROM S NARRAGANSETT AVE  (6400 W) TO S NATCHEZ AVE  (6500 W),"$28,980.00"
14,Alley Resurfacing Menu (2022),S FAIRFIELD AVE &  W 51ST ST&W 52ND ST &  S CALIFORNIA AVE,"$35,541.04"
14,Alley Resurfacing Menu (2022),S HOMAN AVE &  W 51ST ST&W 52ND ST &  S CHRISTIANA AVE,"$53,480.79"
14,Alley Resurfacing Menu (2022),S ROCKWELL ST &  W 51ST ST&W 52ND ST &  S MAPLEWOOD AVE,"$46,312.96"
14,Alley Resurfacing Menu (2022),S TROY ST &  W 58TH ST&W 59TH ST &  S ALBANY AVE,"$38,606.72"
14,Alley Speed Hump Menu (2022),4310 S SPAULDING AVE; W 43RD ST &  S CHRISTIANA AVE&S SPAULDING AVE &  W 44TH ST,"$2,100.00"
14,Alley Speed Hump Replacement (2022),S FAIRFIELD AVE &  W 51ST ST&W 52ND ST &  S CALIFORNIA AVE,$0.00
14,Alley Speed Hump Replacement (2022),S HOMAN AVE &  W 51ST ST&W 52ND ST &  S CHRISTIANA AVE,$0.00
14,Alley Speed Hump Replacement (2022),S ROCKWELL ST &  W 51ST ST&W 52ND ST &  S MAPLEWOOD AVE,$0.00
14,Alley Speed Hump Replacement (2022),S TROY ST &  W 58TH ST&W 59TH ST &  S ALBANY AVE,$0.00
14,Curb & Gutter Menu (2022),5241-5249 S CHRISTIANA AVE,"$13,331.11"
14,Sidewalk Menu (2022),2507 W 50TH ST; 2503 W 50TH ST,"$4,135.90"
14,Sidewalk Menu (2022),2836 W 55TH ST,"$15,907.23"
14,Sidewalk Menu (2022),2858 W 55TH ST,"$27,641.55"
14,Sidewalk Menu (2022),3040 W 54TH PL,"$4,699.23"
14,Sidewalk Menu (2022),3421-3423 W 54TH PL,"$9,300.52"
14,Sidewalk Menu (2022),3859 W 47TH ST,"$13,136.35"
14,Sidewalk Menu (2022),4151-4153 W 47TH ST,"$12,713.08"
14,Sidewalk Menu (2022),4313-4325 S KEELER AVE,"$9,299.58"
14,Sidewalk Menu (2022),4731 S KEELER AVE,"$1,726.34"
14,Sidewalk Menu (2022),4752-4754 S KEELER AVE,"$4,820.18"
14,Sidewalk Menu (2022),4759 S KOLIN AVE; 4747 S KOLIN AVE; 4743 S KOLIN AVE,"$13,850.60"
14,Sidewalk Menu (2022),4828-4842 S KOLIN AVE,"$16,840.96"
14,Sidewalk Menu (2022),4900 S TRIPP AVE,"$13,027.20"
14,Sidewalk Menu (2022),4928 S KILPATRICK AVE,"$3,547.08"
14,Sidewalk Menu (2022),4947-4955 S KARLOV AVE,"$8,963.28"
14,Sidewalk Menu (2022),5101 S LARAMIE AVE,"$15,321.12"
14,Sidewalk Menu (2022),5114-5122 S CHRISTIANA AVE,"$8,209.32"
14,Sidewalk Menu (2022),5138-5158 S NASHVILLE AVE,"$8,251.74"
14,Sidewalk Menu (2022),5151-5159 S LOREL AVE,"$21,256.40"
14,Sidewalk Menu (2022),5153-5157 S LATROBE AVE,"$21,975.85"
14,Sidewalk Menu (2022),5158 S SPAULDING AVE,"$7,432.82"
14,Sidewalk Menu (2022),5200 S LUNA AVE,"$8,786.87"
14,Sidewalk Menu (2022),5201 S MULLIGAN AVE,"$3,737.06"
14,Sidewalk Menu (2022),5204-5208 S NATOMA AVE; 5220 S NATOMA AVE; 5244-5248 S NATOMA AVE,"$29,881.26"
14,Sidewalk Menu (2022),5204-5220 S MASON AVE,"$12,824.71"
14,Sidewalk Menu (2022),5226 S TRUMBULL AVE,"$2,971.24"
14,Sidewalk Menu (2022),5228-5234 S MERRIMAC AVE,"$4,747.14"
14,Sidewalk Menu (2022),5232-5250 S MULLIGAN AVE; 5258 S MULLIGAN AVE,"$26,630.24"
14,Sidewalk Menu (2022),5233-5241 S MERRIMAC AVE,"$5,533.02"
14,Sidewalk Menu (2022),5243 S MCVICKER AVE,"$16,116.68"
14,Sidewalk Menu (2022),5254 S KNOX AVE,"$1,367.62"
14,Sidewalk Menu (2022),5300 S FRANCISCO AVE,"$11,512.02"
14,Sidewalk Menu (2022),5308 S WASHTENAW AVE,"$5,839.82"
14,Sidewalk Menu (2022),5401 S MOZART ST,"$15,009.84"
14,Sidewalk Menu (2022),ON S CHRISTIANA AVE FROM W 53RD ST  (5300 S) TO W 54TH ST  (5400 S),"$24,936.00"
14,Sidewalk Menu (2022),W 50TH ST &  S TRIPP AVE,"$4,948.92"
14,Street Light Upgrade Menu (2022),3032 W 55TH ST,$500.00
14,Street Light Upgrade Menu (2022),3910-3914 W 47TH ST,$194.30
14,Street Light Upgrade Menu (2022),5214 S MERRIMAC AVE,$500.00
14,Street Light Upgrade Menu (2022),5225 S LOTUS AVE,$500.00
14,Street Resurfacing Menu (2022),ON S FRANCISCO AVE FROM W 53RD ST  (5300 S) TO W 55TH ST  (5500 S),"$104,895.59"
14,Street Resurfacing Menu (2022),ON S KENNETH AVE FROM W 50TH ST  (5000 S) TO S ARCHER AVE  (5200 S),"$42,346.51"
14,Street Resurfacing Menu (2022),ON S KILDARE AVE FROM W 47TH ST  (4700 S) TO S ARCHER AVE  (5130 S),"$185,133.44"
14,Street Resurfacing Menu (2022),ON S KOSTNER AVE FROM W 49TH ST  (4900 S) TO W 50TH ST  (5000 S),"$59,614.22"
14,Street Resurfacing Menu (2022),ON S LA CROSSE AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (5430 S),"$55,781.16"
14,Street Resurfacing Menu (2022),ON S NASHVILLE AVE FROM W 51ST ST  (5100 S) TO W 53RD ST  (5300 S),"$109,156.45"
14,Street Resurfacing Menu (2022),ON S SAWYER AVE FROM W 55TH ST  (5500 S) TO W 57TH ST  (5700 S),"$118,445.01"
14,Street Resurfacing Menu (2022),ON W 49TH ST FROM 4413 W TO S KOSTNER AVE  (4400 W),"$11,341.36"
14,Street Resurfacing Menu (2022),ON W 52ND ST FROM S LOCKWOOD AVE  (5300 W) TO S LOTUS AVE  (5430 W),"$101,936.23"
14,Street Resurfacing Menu (2022),ON W 52ND ST FROM S NARRAGANSETT AVE  (6400 W) TO S NATCHEZ AVE  (6500 W),"$48,685.94"
14,Street Speed Hump Menu (2022),ON S CAMPBELL AVE FROM W 51ST ST  (5100 S) TO W 52ND ST  (5200 S),"$2,218.39"
14,Street Speed Hump Menu (2022),ON S KILBOURN AVE FROM W 47TH ST  (4700 S) TO W 48TH ST  (4800 S),"$4,700.00"
14,Street Speed Hump Menu (2022),ON S RICHMOND ST FROM W 47TH ST  (4700 S) TO W 48TH PL  (4830 S),"$2,350.00"
14,Street Speed Hump Menu (2022),ON W 53RD ST FROM S KNOX AVE  (4630 W) TO S CICERO AVE  (4800 W),"$7,050.00"
14,Street Speed Hump Menu (2022),ON W ANN LURIE PL FROM S PULASKI RD  (4000 W) TO S KILDARE BLVD  (4300 W),"$9,400.00"
14,Street Speed Hump Replacement (2022),ON S FRANCISCO AVE FROM W 53RD ST  (5300 S) TO W 55TH ST  (5500 S),$0.00
14,Street Speed Hump Replacement (2022),ON S LA CROSSE AVE FROM W 51ST ST  (5100 S) TO S ARCHER AVE  (5430 S),$0.00
14,Street Speed Hump Replacement (2022),ON S SAWYER AVE FROM W 55TH ST  (5500 S) TO W 57TH ST  (5700 S),$0.00
15,ADA - Alley Resurfacing Menu (2022),S HONORE ST &  W 59TH ST&W 60TH ST &  S WOOD ST,"$7,245.00"
15,Alley Apron Menu (2022),1816 W 49TH ST,"$17,447.81"
15,Alley Apron Menu (2022),1845 W 48TH ST,"$14,837.08"
15,Alley Apron Menu (2022),1846 W 49TH ST,"$29,448.20"
15,Alley Apron Menu (2022),1946 W 49TH ST,"$15,723.74"
15,Alley Apron Menu (2022),4307 S ARTESIAN AVE; 4312 S ARTESIAN AVE,"$22,796.09"
15,Alley Apron Menu (2022),5013 S HOYNE AVE,"$10,530.10"
15,Alley Apron Menu (2022),5044 S SEELEY AVE,"$14,313.57"
15,Alley Apron Menu (2022),5514 S TALMAN AVE,"$14,137.76"
15,Alley Apron Menu (2022),ON W 50TH ST FROM S WOOD ST  (1800 W) TO S HONORE ST  (1830 W),"$11,528.48"
15,Alley Resurfacing Menu (2022),1644 W 47TH ST; W 46TH ST &  S PAULINA ST&S MARSHFIELD AVE &  W 47TH ST,"$52,603.53"
15,Alley Resurfacing Menu (2022),1854 W 47TH ST; W 46TH ST &  S HONORE ST&S WOLCOTT AVE &  W 47TH ST; 4600 S HONORE ST,"$53,737.64"
15,Alley Resurfacing Menu (2022),1918 W 46TH ST; W 46TH ST &  S WOLCOTT AVE&S WINCHESTER AVE &  W 47TH ST; 4601 S WINCHESTER AVE,"$56,742.03"
15,Alley Resurfacing Menu (2022),S HONORE ST &  W 59TH ST&W 60TH ST &  S WOOD ST,"$52,254.03"
15,Alley Resurfacing Menu (2022),W 43RD ST &  S HERMITAGE AVE&S PAULINA ST &  W 44TH ST,"$37,240.57"
15,Alley Resurfacing Menu (2022),W 46TH ST &  S PAULINA ST&S HERMITAGE AVE &  W 47TH ST; 1714 W 47TH ST,"$51,826.35"
15,Alley Resurfacing Menu (2022),W 55TH ST &  S FAIRFIELD AVE&S WASHTENAW AVE &  W 56TH ST,"$21,016.98"
15,Alley Resurfacing Menu (2022),W 55TH ST &  S TALMAN AVE&S WASHTENAW AVE &  W 56TH ST,"$52,278.55"
15,Alley Resurfacing Menu (2022),W 56TH ST &  S WASHTENAW AVE&S FAIRFIELD AVE &  W 57TH ST,"$47,412.91"
15,Alley Speed Hump Menu (2022),4522 S SACRAMENTO AVE; S SACRAMENTO AVE &  W 45TH ST&W 46TH ST &  S WHIPPLE ST,"$2,100.00"
15,Alley Speed Hump Menu (2022),W 56TH ST &  S WASHTENAW AVE&S FAIRFIELD AVE &  W 57TH ST,"$1,400.00"
15,Alley Speed Hump Replacement (2022),1644 W 47TH ST; W 46TH ST &  S PAULINA ST&S MARSHFIELD AVE &  W 47TH ST,$0.00
15,Alley Speed Hump Replacement (2022),1854 W 47TH ST; W 46TH ST &  S HONORE ST&S WOLCOTT AVE &  W 47TH ST; 4600 S HONORE ST,$0.00
15,Alley Speed Hump Replacement (2022),1918 W 46TH ST; W 46TH ST &  S WOLCOTT AVE&S WINCHESTER AVE &  W 47TH ST; 4601 S WINCHESTER AVE,$0.00
15,Alley Speed Hump Replacement (2022),W 43RD ST &  S HERMITAGE AVE&S PAULINA ST &  W 44TH ST,$0.00
15,Alley Speed Hump Replacement (2022),W 46TH ST &  S PAULINA ST&S HERMITAGE AVE &  W 47TH ST; 1714 W 47TH ST,$0.00
15,Alley Speed Hump Replacement (2022),W 55TH ST &  S TALMAN AVE&S WASHTENAW AVE &  W 56TH ST,$0.00
15,Alley Speed Hump Replacement (2022),W 56TH ST &  S WASHTENAW AVE&S FAIRFIELD AVE &  W 57TH ST,$0.00
15,Curb & Gutter Menu (2022),ON W 44TH ST FROM S CAMPBELL AVE  (2500 W) TO S MAPLEWOOD AVE  (2530 W); 2516-2530 W 44TH ST,"$10,872.11"
15,Residential Street Lighting Program With Piggy Backs (2022),ON S FAIRFIELD AVE FROM W 55TH ST  (5500 S) TO W 57TH ST  (5700 S); ON W 56TH ST FROM S FAIRFIELD AVE  (2730 W) TO S CALIFORNIA AVE  (2800 W),"$298,000.00"
15,Sidewalk Menu (2022),4301 S ARCHER AVE,"$19,047.56"
15,Sidewalk Menu (2022),6515 S WOLCOTT AVE,"$3,509.97"
15,Street Resurfacing Menu (2022),ON E 47TH PL FROM S WESTERN AVE  (2400 W) TO S CAMPBELL AVE  (2500 W),"$59,915.38"
15,Street Resurfacing Menu (2022),ON S MARSHFIELD AVE FROM W 59TH ST  (5900 S) TO W 60TH ST  (6000 S),"$52,513.21"
15,Street Resurfacing Menu (2022),ON W 44TH ST FROM S FAIRFIELD AVE  (2730 W) TO S CALIFORNIA AVE  (2800 W),"$20,996.47"
15,Street Resurfacing Menu (2022),ON W 44TH ST FROM S WESTERN AVE  (2400 W) TO S ARTESIAN AVE  (2430 W),"$23,339.55"
15,Street Resurfacing Menu (2022),ON W 45TH ST FROM S ARTESIAN AVE  (2430 W) TO S CAMPBELL AVE  (2500 W),"$21,979.84"
15,Street Resurfacing Menu (2022),ON W 46TH PL FROM S WESTERN AVE  (2400 W) TO S ROCKWELL ST  (2600 W),"$123,295.11"
15,Street Resurfacing Menu (2022),ON W 47TH ST FROM S WESTERN AVE  (2400 W) TO S ROCKWELL ST  (2600 W),"$171,196.46"
15,Street Resurfacing Menu (2022),ON W 48TH ST FROM S ROCKWELL ST  (2600 W) TO S WASHTENAW AVE  (2700 W),"$61,160.97"
15,Street Resurfacing Menu (2022),ON W 49TH PL FROM 2155 W TO S HOYNE AVE  (2100 W),"$45,202.94"
15,Street Speed Hump Menu (2022),ON S HAMILTON AVE FROM W GARFIELD BLVD  (5500 S) TO W 56TH ST  (5600 S),"$2,350.00"
15,Street Speed Hump Replacement (2022),ON E 47TH PL FROM S WESTERN AVE  (2400 W) TO S CAMPBELL AVE  (2500 W),$0.00
15,Street Speed Hump Replacement (2022),ON S MARSHFIELD AVE FROM W 59TH ST  (5900 S) TO W 60TH ST  (6000 S),$0.00
15,Street Speed Hump Replacement (2022),ON W 46TH PL FROM S WESTERN AVE  (2400 W) TO S ROCKWELL ST  (2600 W),$0.00
16,Alley Apron Menu (2022),6144 S JUSTINE ST,"$14,753.78"
16,Alley Resurfacing Menu (2022),S JUSTINE ST &  W 61ST ST&W 62ND ST &  S LAFLIN ST,"$69,897.75"
16,Alley Resurfacing Menu (2022),S LAFLIN ST &  W 54TH ST&W GARFIELD BLVD &  S JUSTINE ST,"$56,950.85"
16,Alley Resurfacing Menu (2022),S MARSHFIELD AVE &  W 56TH ST&W 57TH ST &  S PAULINA ST,"$45,838.07"
16,Alley Resurfacing Menu (2022),S WESTERN AVE &  W 62ND ST&W 63RD ST &  S CLAREMONT AVE,"$40,363.26"
16,Alley Resurfacing Menu (2022),W 56TH ST &  S JUSTINE ST&S ASHLAND AVE &  W 57TH ST,"$37,054.39"
16,Alley Resurfacing Menu (2022),W 58TH ST &  S CARPENTER ST&S ABERDEEN ST &  W 59TH ST,"$42,579.03"
16,Alley Speed Hump Replacement (2022),S MARSHFIELD AVE &  W 56TH ST&W 57TH ST &  S PAULINA ST,$0.00
16,Bollard Menu (2022),W 53RD ST &  S DAMEN AVE; 5300 S DAMEN AVE,"$3,337.87"
16,Curb & Gutter Menu (2022),1109 W GARFIELD BLVD,"$32,341.79"
16,Curb & Gutter Menu (2022),ON S JUSTINE ST FROM W 59TH ST  (5900 S) TO W 60TH ST  (6000 S),"$235,000.00"
16,Miscellaneous CDOT Projects (2022),1137 W 63RD ST,$101.00
16,Sidewalk Menu (2022),6758 S CARPENTER ST,"$15,976.49"
16,Sidewalk Menu (2022),ON S MARSHFIELD AVE FROM W MARQUETTE RD  (6700 S) TO W 68TH ST  (6800 S),"$84,015.12"
16,Sidewalk Menu (2022),ON S THROOP ST FROM W 61ST ST  (6100 S) TO W 62ND ST  (6200 S),"$50,829.44"
16,Sidewalk Menu (2022),ON W 68TH ST FROM S CARPENTER ST  (1030 W) TO S ABERDEEN ST  (1100 W),"$175,000.00"
16,Street Resurfacing Menu (2022),ON S ELIZABETH ST FROM W GARFIELD BLVD  (5500 S) TO W 58TH ST  (5800 S),"$20,325.52"
16,Street Resurfacing Menu (2022),ON S EMERALD AVE FROM 5948 S TO W 59TH ST  (5900 S),"$17,694.69"
16,Street Resurfacing Menu (2022),ON S LAFLIN ST FROM W 62ND ST  (6200 S) TO W 63RD ST  (6300 S),"$56,001.04"
16,Street Resurfacing Menu (2022),ON S PEORIA ST FROM 6128 S TO W 61ST ST  (6100 S); 6100 S PEORIA ST,"$33,289.74"
