,ward,type,location,year,est_cost,id,intersection_1,intersection_2,intersection_3,intersection_4,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat_3,lon_3,query_3,lat_4,lon_4,query_4
4547,43,Alley Resurfacing Menu (1-1),N SHEFFIELD AVE & W ARMITAGE AVE & N KENMORE AVE & N POE ST,2018,26644.235,43000,N SHEFFIELD AVE & W ARMITAGE AVE,N KENMORE AVE & W ARMITAGE AVE,N POE ST & W ARMITAGE AVE,,41.91810727100005,-87.65336486799998,census,41.91809119100003,-87.65457485399997,census,41.9159596,-87.6542086,google,,,
4548,39,Alley Resurface Menu,W CULLOM AV & N ELSTON AV & N KEYSTONE AV & N PULASKI RD,2006,11086.0,31344,N ELSTON AV & W CULLOM AV,N KEYSTONE AV & W CULLOM AV,N PULASKI RD & W CULLOM AV,,41.9501832,-87.7140402,google,41.95910610200008,-87.72937289799995,census,41.95912620100006,-87.72777298299997,census,,,
4549,43,Concrete Alley Menu,N MAUD AVE & N SEMINARY AVE & W ARMITAGE AVE & N RACINE AVE,2015,123617.0,34936,N MAUD AVE & W ARMITAGE AVE,N SEMINARY AVE & W ARMITAGE AVE,N RACINE AVE & W ARMITAGE AVE,,41.9171808,-87.7271101,google,41.91807109200005,-87.65579287999998,census,41.9180324,-87.6582301,google,,,
4550,43,Concrete Alley Menu,N MAUD AVE & N SEMINARY AVE & W ARMITAGE AVE & N RACINE AVE,2016,127383.26,34990,N MAUD AVE & W ARMITAGE AVE,N SEMINARY AVE & W ARMITAGE AVE,N RACINE AVE & W ARMITAGE AVE,,41.9171808,-87.7271101,google,41.91807109200005,-87.65579287999998,census,41.9180324,-87.6582301,google,,,
4551,40,Alley Resurfacing Menu,N LINCOLN AVE & N SACRAMENTO AVE & W ARDMORE AVE & N RICHMOND ST,2018,948.58,42885,N LINCOLN AVE & W ARDMORE AVE,N SACRAMENTO AVE & W ARDMORE AVE,N RICHMOND ST & W ARDMORE AVE,,41.9467753,-87.6736117,google,41.986734787000046,-87.70412800499997,census,41.9867292,-87.7029196,google,,,
4552,30,Alley Speed Hump Menu,N MILWAUKEE AV & N HAMLIN AV & N LAWNDALE AV & N RIDGEWAY AV,2007,500.0,23939,N HAMLIN AV & N MILWAUKEE AV,N LAWNDALE AV & N MILWAUKEE AV,N RIDGEWAY AV & N MILWAUKEE AV,,41.9370182,-87.7204025,google,41.9365551,-87.719664,google,41.9360187,-87.7188009,google,,,
4553,39,Alley Resurface Menu,N ELSTON AV & W IRVING PARK RD & N HAMLIN AV & N RIDGEWAY AV,2008,32169.0,31424,N ELSTON AV & W IRVING PARK RD,N HAMLIN AV & W IRVING PARK RD,N RIDGEWAY AV & W IRVING PARK RD,,41.953775731000064,-87.71925886099996,census,41.9537744,-87.7227036,google,41.9537826,-87.7214938,google,,,
4554,45,Alley Speed Hump Menu,W FOSTER DR & N LONG AV & N LIND AV & N ROGERS AV,2006,2000.0,36057,N LONG AV & W FOSTER DR,N LIND AV & W FOSTER DR,N ROGERS AV & W FOSTER DR,,41.97517359100004,-87.76276610199994,census,41.9770127,-87.6495137,google,41.9770127,-87.6495137,google,,,
4555,35,Concrete Alley Menu,N MILWAUKEE AV & W FULLERTON AV & N SACRAMENTO AV & N SACRAMENTO AV,2009,75000.0,28342,N MILWAUKEE AV & W FULLERTON AV,N SACRAMENTO AV & W FULLERTON AV,N SACRAMENTO AV & N MILWAUKEE AV,,41.92478028400007,-87.70040156999994,census,41.9247163,-87.7023137,google,41.9259662,-87.7023473,google,,,
4556,40,Concrete Alley Menu,N LINCOLN AVE & W PETERSON AVE & N RICHMOND ST & N SACRAMENTO AVE,2012,21706.0,32340,N LINCOLN AVE & W PETERSON AVE,N RICHMOND ST & W PETERSON AVE,N SACRAMENTO AVE & W PETERSON AVE,,41.9904029,-87.7072893,google,41.9904142,-87.7030383,google,41.9904187,-87.7042504,google,,,
4557,27,Alley Resurface Menu,N CLEVELAND AV & N MOHAWK ST & W BLACKHAWK ST & N SCHICK PL,2009,33984.0,21813,N CLEVELAND AV & W BLACKHAWK ST,N MOHAWK ST & W BLACKHAWK ST,N SCHICK PL & W BLACKHAWK ST,,41.90921126000006,-87.64095547499994,census,41.90919518000004,-87.64216546199998,census,41.9054706,-87.6412276,google,,,
4558,32,Concrete Alley Menu,N SEMINARY AV & W ARMITAGE AV & N MAUD AV & N SEMINARY AV,2008,41000.0,25872,N SEMINARY AV & W ARMITAGE AV,N MAUD AV & W ARMITAGE AV,N SEMINARY AV & N MAUD AV,,41.91807109200005,-87.65579287999998,census,41.9171808,-87.7271101,google,41.91621792300003,-87.65536275199997,census,,,
4559,32,Concrete Alley Menu,N SEMINARY AV & W ARMITAGE AV & N MAUD AV & N SEMINARY AV,2009,55000.0,25924,N SEMINARY AV & W ARMITAGE AV,N MAUD AV & W ARMITAGE AV,N SEMINARY AV & N MAUD AV,,41.91807109200005,-87.65579287999998,census,41.9171808,-87.7271101,google,41.91621792300003,-87.65536275199997,census,,,
4560,32,Alley Speed Hump Menu,N CLYBOURN AV & N MAUD AV & N KENMORE AV & N SHEFFIELD AV,2006,1500.0,25710,N CLYBOURN AV & N MAUD AV,N KENMORE AV & N MAUD AV,N SHEFFIELD AV & N MAUD AV,,41.9162569,-87.6554252,google,41.91608526700003,-87.65518185699995,census,41.91488734100005,-87.65325231099996,census,,,
4561,50,Alley Resurfacing Menu (1-1),N LINCOLN AVE & N BERNARD ST & W GRANVILLE AVE & N ST LOUIS AVE,2019,15818.425,43583,N LINCOLN AVE & W GRANVILLE AVE,N BERNARD ST & W GRANVILLE AVE,N ST LOUIS AVE & W GRANVILLE AVE,,41.994089,-87.7135183,google,41.99379772900005,-87.71530731199994,census,41.99377763000007,-87.71652533799994,census,,,
4562,40,Alley Resurfacing Menu,N LINCOLN AVE & N FAIRFIELD AVE & W ARDMORE AVE & N WASHTENAW AVE,2018,11021.77,42883,N LINCOLN AVE & W ARDMORE AVE,N FAIRFIELD AVE & W ARDMORE AVE,N WASHTENAW AVE & W ARDMORE AVE,,41.9467753,-87.6736117,google,41.986766946000046,-87.69805797499998,census,41.98677498600006,-87.69684396899999,census,,,
4563,1,Alley Resurfacing Menu,N DAMEN AVE & N MILWAUKEE AVE & N HONORE ST & N WICKER PARK AVE,2015,28795.0,592,N DAMEN AVE & N MILWAUKEE AVE,N HONORE ST & N MILWAUKEE AVE,N WICKER PARK AVE & N MILWAUKEE AVE,,41.9104738,-87.677496,google,41.90897006700004,-87.67526119399997,census,41.9480062,-87.7384381,google,,,
4564,32,Alley Resurfacing Menu,N AVONDALE AVE & N WOLCOTT AVE & W DICKENS AVE & N WINCHESTER AVE,2021,37461.16,26434,N AVONDALE AVE & W DICKENS AVE,N WOLCOTT AVE & W DICKENS AVE,N WINCHESTER AVE & W DICKENS AVE,,41.91963080800008,-87.67426426199995,census,41.91961874800006,-87.67522903499997,census,41.91959864900008,-87.67646313999995,census,,,
4565,49,Alley Speed Hump Menu,W WINCHESTER AV & N WOLCOTT AV & W HOWARD ST & W BIRCHWOOD AV,2006,1050.0,39086,N WOLCOTT AV & W WINCHESTER AV,N WOLCOTT AV & W HOWARD ST,N WOLCOTT AV & W BIRCHWOOD AV,,41.8731408,-87.6738153,google,42.0194137,-87.6775876,google,42.01790901400005,-87.67764498699995,census,,,
4566,47,Alley Resurfacing Menu,N WOLCOTT AVE & W WINCHESTER AVE & W CULLOM AVE & W MONTROSE AVE,2013,38418.0,37728,N WOLCOTT AVE & W WINCHESTER AVE,N WOLCOTT AVE & W CULLOM AVE,N WOLCOTT AVE & W MONTROSE AVE,,41.8731408,-87.6738153,google,41.95967290600004,-87.67594055499995,census,41.96149793500007,-87.67600085299995,census,,,
4567,14,Alley Resurface Menu,S TROY ST & S KEDZIE AV & S ARCHER AV & W 44 ST,2010,16073.0,11355,S TROY ST & W 44th ST,S KEDZIE AV & W 44th ST,S ARCHER AV & W 44th ST,,41.81359823900005,-87.70292605899994,census,41.81357814000006,-87.70418830399996,census,41.8137843,-87.6906943,google,,,
4568,23,Concrete Alley Menu,S MELVINA AV & S MOODY AV & W 54 ST & S ARCHER AV,2006,44000.0,18030,S MELVINA AV & W 54th ST,S MOODY AV & W 54th ST,S ARCHER AV & W 54th ST,,41.7943218,-87.7769879,google,41.79435503800005,-87.77577445699995,census,41.7951894,-87.7135952,google,,,
4569,12,Concrete Alley Menu,S CAMPBELL AV & S ARCHER AV & W PERSHING RD & S ARTESIAN AV,2008,71000.0,9038,S CAMPBELL AV & W PERSHING RD,S ARCHER AV & W PERSHING RD,S ARTESIAN AV & W PERSHING RD,,41.82293241800005,-87.68729271699999,census,41.82288015900008,-87.68991770299994,census,41.82295653700004,-87.68607871099994,census,,,
4570,28,Alley Speed Hump Menu,W MONROE ST & W OGDEN AVE & W ADAMS ST & S ASHLAND AVE,2018,1400.0,22961,S ASHLAND AVE & W MONROE ST,S ASHLAND AVE & W OGDEN AVE,S ASHLAND AVE & W ADAMS ST,,41.88016757400004,-87.66683952999995,census,41.8809017,-87.6666918,google,41.8788882,-87.6666417,google,,,
4571,28,Alley Resurfacing Menu,S ASHLAND AVE & W ADAMS ST & W OGDEN AVE & W MONROE ST,2015,4076.0,22836,S ASHLAND AVE & W ADAMS ST,S ASHLAND AVE & W OGDEN AVE,S ASHLAND AVE & W MONROE ST,,41.87889728900007,-87.66681541099996,census,41.8809017,-87.6666918,google,41.8801683,-87.6668106,google,,,
4572,10,Alley Speed Hump Menu,E 134 ST & S BRAINARD AV & S HOUSTON AV & S BALTIMORE AV,2005,1750.0,7054,S BRAINARD AV & E 134th ST,S HOUSTON AV & E 134th ST,S BALTIMORE AV & E 134th ST,,41.65182189300003,-87.55023063799996,census,41.65185807200004,-87.54838952899996,census,41.65185405200003,-87.54715542399998,census,,,
4573,25,Alley Speed Hump Menu,W COULTER ST & S HOYNE AVE & S DAMEN AVE & S BLUE ISLAND AVE,2021,700.0,41698,S HOYNE AVE & W COULTER ST,S DAMEN AVE & W COULTER ST,S BLUE ISLAND AVE & W COULTER ST,,41.8485379,-87.6782056,google,41.8494557,-87.6757589,google,41.8541765,-87.6650564,google,,,
4574,11,Alley Resurfacing Menu,S ARCHER AVE & S ELIAS CT & S LYMAN ST & S BONFIELD ST,2016,47107.93,8526,S ELIAS CT & S ARCHER AVE,S LYMAN ST & S ARCHER AVE,S BONFIELD ST & S ARCHER AVE,,41.84205502200007,-87.65711542299994,census,41.839749,-87.6558871,google,41.842239937000045,-87.65673353299997,census,,,
4575,11,Alley Speed Hump Menu,S CROWELL ST & S HILLOCK AV & S BONFIELD ST & S GROVE ST,2006,2000.0,8089,S CROWELL ST & S GROVE ST,S HILLOCK AV & S GROVE ST,S BONFIELD ST & S GROVE ST,,41.84383181200008,-87.65692648799995,census,41.8415942,-87.6617221,google,41.843441883000025,-87.65775056499996,census,,,
4576,10,Alley Resurface Menu,S MUSKEGON AV & S ESCANABA AV & E 132 ST & S BRAINARD AV,2005,4530.0,6928,S MUSKEGON AV & E 132nd ST,S ESCANABA AV & E 132nd ST,S BRAINARD AV & E 132nd ST,,41.65552420900008,-87.55442337999995,census,41.65552018900007,-87.55320133499998,census,41.6522401,-87.5508064,google,,,
4577,25,Alley Resurface Menu,S JEFFERSON ST & S DESPLAINES ST & S CANALPORT AV & W 21 ST,2005,6733.0,19964,S JEFFERSON ST & W 21st ST,S DESPLAINES ST & W 21st ST,S CANALPORT AV & W 21st ST,,41.8542529,-87.6417535,google,41.85424332000008,-87.64274030499996,census,41.85392976900005,-87.64816715299997,census,,,
4578,11,Alley Speed Hump Menu,S WELLS ST & W 29TH ST & S WENTWORTH AVE & S DAN RYAN WENTWORTH AV XR,2015,1400.0,8465,S WELLS ST & W 29TH ST,S WENTWORTH AVE & W 29TH ST,S DAN RYAN WENTWORTH AV XR & W 29TH ST,,41.8411452,-87.6329593,google,41.8411658,-87.6317558,google,41.8400326,-87.672756,google,,,
4579,5,Alley Speed Hump Menu,E 71 ST & S SOUTH CHICAGO AV & S COTTAGE GROVE AV & S DREXEL AV,2007,1500.0,3740,S SOUTH CHICAGO AV & E 71st ST,S COTTAGE GROVE AV & E 71st ST,S DREXEL AV & E 71st ST,,41.7658765,-87.6056779,google,41.7658778,-87.6055763,google,41.76581785800005,-87.60310823599997,census,,,
4580,4,Alley Resurfacing Menu,S DREXEL BLVD & S COTTAGE GROVE AVE & E 40TH ST & S ELLIS AVE,2013,10924.0,3261,S DREXEL BLVD & E 40TH ST,S COTTAGE GROVE AVE & E 40TH ST,S ELLIS AVE & E 40TH ST,,41.8214737,-87.6058323,google,41.8215045,-87.6068311,google,41.8219363,-87.603792,google,,,
4581,11,Alley Resurfacing Menu,W 31ST ST & S KEELEY ST & S LYMAN ST & S FARRELL ST,2016,18794.85,8521,S KEELEY ST & W 31ST ST,S LYMAN ST & W 31ST ST,S FARRELL ST & W 31ST ST,,41.83798287600007,-87.65129864599999,census,41.839749,-87.6558871,google,41.83799091600008,-87.65064340399994,census,,,
4582,18,Alley Speed Hump Menu,W 86 ST & W 86 PL & S HAMLIN & W RUMSEY AV,2006,1000.0,14501,S HAMLIN & W 86th ST,S HAMLIN & W 86th PL,S HAMLIN & W RUMSEY AV,,41.7367833,-87.7166396,google,41.7358506,-87.7166137,google,41.7354221,-87.7165815,google,,,
4583,10,Alley Speed Hump Menu,E 134 ST & S BRAINARD AV & S CARONDOLET AV & S HOUSTON AV,2005,1750.0,7088,S BRAINARD AV & E 134th ST,S CARONDOLET AV & E 134th ST,S HOUSTON AV & E 134th ST,,41.65182189300003,-87.55023063799996,census,41.65185807200004,-87.54957941599997,census,41.65185807200004,-87.54838952899996,census,,,
4584,25,Concrete Alley Menu,S CANALPORT AV & W CULLERTON ST & S CLINTON ST & S JEFFERSON ST,2005,76800.0,19968,S CANALPORT AV & W CULLERTON ST,S CLINTON ST & W CULLERTON ST,S JEFFERSON ST & W CULLERTON ST,,41.8548711,-87.6808288,google,41.85569450000003,-87.64041279099996,census,41.8556639,-87.6418016,google,,,
4585,10,Concrete Alley Menu,S MUSKEGON AVE & E 131ST ST & S BRAINARD AVE & S MANISTEE AVE,2017,16000.0,40649,S MUSKEGON AVE & E 131ST ST,S BRAINARD AVE & E 131ST ST,S MANISTEE AVE & E 131ST ST,,41.65735727800006,-87.55441534099998,census,41.65735727800006,-87.55721720199995,census,41.65736129700008,-87.55563336599994,census,,,
4586,13,Alley Speed Hump Menu,S KOMENSKY AV & S KARLOV AV & W 66 ST & S MARQUETTE RD,2007,1000.0,9865,S KOMENSKY AV & W 66th ST,S KARLOV AV & W 66th ST,S MARQUETTE RD & W 66th ST,,41.77317827200005,-87.72383751299998,census,41.773154153000064,-87.72504347899996,census,41.7748338,-87.6130683,google,,,
4587,25,Alley Speed Hump Menu,W MORGAN ST & S MILLER ST & W POLK ST & W TAYLOR ST,2008,1500.0,20143,S MILLER ST & W MORGAN ST,S MILLER ST & W POLK ST,S MILLER ST & W TAYLOR ST,,41.8598359,-87.6522339,google,41.87184640700008,-87.65228753799994,census,41.86949075300004,-87.65221115999998,census,,,
4588,25,Concrete Alley Menu,W MORGAN ST & W POLK ST & S MILLER ST & W TAYLOR ST,2008,285000.0,20149,S MILLER ST & W MORGAN ST,S MILLER ST & W POLK ST,S MILLER ST & W TAYLOR ST,,41.8598359,-87.6522339,google,41.87184640700008,-87.65228753799994,census,41.86949075300004,-87.65221115999998,census,,,
4589,14,Alley Speed Hump Menu,W 43 ST & S ARCHER AV & S SACRAMENTO AV & S RICHMOND ST,2006,1000.0,11025,S ARCHER AV & W 43rd ST,S SACRAMENTO AV & W 43rd ST,S RICHMOND ST & W 43rd ST,,41.815437,-87.7020764,google,41.815476,-87.6993397,google,41.8154906,-87.6980939,google,,,
4590,11,Alley Speed Hump Menu,S DESPLAINES ST & S CANALPORT AVE & W 21ST ST & S RUBLE ST,2021,3500.0,8716,S DESPLAINES ST & W 21ST ST,S CANALPORT AVE & W 21ST ST,S RUBLE ST & W 21ST ST,,41.85424332000008,-87.64274030499996,census,41.85392976900005,-87.64816715299997,census,41.85423528000007,-87.64368095899994,census,,,
4591,11,Alley Speed Hump Menu,S ELEANOR ST & S HILLOCK AV & S LOOMIS ST & S SHORT ST,2007,500.0,8123,S HILLOCK AV & S ELEANOR ST,S LOOMIS ST & S ELEANOR ST,S SHORT ST & S ELEANOR ST,,41.8446555,-87.6601453,google,41.8446555,-87.6601453,google,41.84388005100004,-87.66154533899999,census,,,
4592,5,Alley Resurfacing Menu (1-1),S KENWOOD AVE & E 75TH ST & S KIMBARK AVE & S SOUTH CHICAGO AVE,2018,25178.58,40436,S KENWOOD AVE & E 75TH ST,S KIMBARK AVE & E 75TH ST,S SOUTH CHICAGO AVE & E 75TH ST,,41.75871471700003,-87.59200932699997,census,41.75870265800006,-87.59322735299997,census,41.7587385,-87.5956059,google,,,
4593,7,Alley Speed Hump Menu,S LUELLA AVE & E 84TH ST & S PAXTON AVE & S SOUTH CHICAGO AVE,2018,1050.0,40532,S LUELLA AVE & E 84TH ST,S PAXTON AVE & E 84TH ST,S SOUTH CHICAGO AVE & E 84TH ST,,41.74259898900005,-87.56974317099997,census,41.74258290900008,-87.57095717699997,census,41.7478284,-87.58047,google,,,
4594,13,Alley Speed Hump Menu,W 66 PL & S MARQUETTE AV & S HAMLIN & S SPRINGFIELD AV,2006,1000.0,9786,S MARQUETTE AV & W 66th PL,S HAMLIN & W 66th PL,S SPRINGFIELD AV & W 66th PL,,41.7748338,-87.6130683,google,41.7723548,-87.7176948,google,41.7723179,-87.7201556,google,,,
4595,11,Alley Resurfacing Menu,S FARRELL ST & S LYMAN ST & S THROOP ST & W 31ST ST,2017,61004.22,8566,S FARRELL ST & W 31ST ST,S LYMAN ST & W 31ST ST,S THROOP ST & W 31ST ST,,41.83799091600008,-87.65064340399994,census,41.839749,-87.6558871,google,41.83800699500006,-87.64940527899995,census,,,
4596,14,Alley Speed Hump Menu,S ARCHER AV & W 46 ST & S HOMAN AV & S TRUMBULL AV,2005,2625.0,10952,S ARCHER AV & W 46th ST,S HOMAN AV & W 46th ST,S TRUMBULL AV & W 46th ST,,41.8101143,-87.692436,google,41.8099033,-87.7086557,google,41.80987180400007,-87.70976790699996,census,,,
4597,20,Alley Speed Hump Menu,E MARQUETTE RD & S VERNON AV & E 66 ST & E 67 ST,2006,1050.0,15916,S VERNON AV & E MARQUETTE RD,S VERNON AV & E 66th ST,S VERNON AV & E 67th ST,,41.7730006,-87.6142518,google,41.77481034600004,-87.61429156299994,census,41.7732274,-87.5960435,google,,,
4598,3,Alley Resurfacing Menu,S WELLS ST & W PERSHING RD & S DAN RYAN 39TH ST ER & S WENTWORTH AVE,2015,19410.0,2716,S WELLS ST & W PERSHING RD,S DAN RYAN 39TH ST ER & W PERSHING RD,S WENTWORTH AVE & W PERSHING RD,,41.82363187800007,-87.63254587099999,census,41.8231422,-87.6701998,google,41.8236585,-87.6313257,google,,,
4599,33,Alley Speed Hump Menu,W LELAND AV & L-TRACK & N SACRAMENTO AV & N ALBANY AV,2005,2625.0,26514,N SACRAMENTO AV & W LELAND AV,N ALBANY AV & W LELAND AV,,,41.96666751000004,-87.70352502199995,census,41.96665143000007,-87.70597313299999,census,,,,,,
4600,33,Alley Speed Hump Menu,N ELSTON AV & N ALBANY AV & W ROSCOE ST & W ROSCOE ST,2008,500.0,26658,N ELSTON AV & W ROSCOE ST,N ALBANY AV & W ROSCOE ST,,,41.94276,-87.7032119,google,41.9427472,-87.7052589,google,,,,,,
4601,30,Alley Resurfacing Menu,N MILWAUKEE AVE & N HAMLIN AVE & N MILWAUKEE AVE & N AVERS AVE,2019,18880.75,42140,N HAMLIN AVE & N MILWAUKEE AVE,N AVERS AVE & N MILWAUKEE AVE,,,41.9370182,-87.7204025,google,41.937450968000064,-87.72114016799998,census,,,,,,
4602,40,Alley Speed Hump Menu,N DAMEN AV & N BOWMANVILLE AV & W RASCHER AV & W RASCHER AV,2009,550.0,32219,N DAMEN AV & W RASCHER AV,N BOWMANVILLE AV & W RASCHER AV,,,41.9805783,-87.6795433,google,41.9797039,-87.6840107,google,,,,,,
4603,48,Alley Resurface Menu,N BROADWAY & W GRANVILLE AV & W GLENLAKE AV & CITY LIMITS,2009,10399.0,38483,N BROADWAY & W GRANVILLE AV,N BROADWAY & W GLENLAKE AV,,,41.99455346800005,-87.66040368999995,census,41.9927304,-87.6603068,google,,,,,,
4604,48,Alley Resurfacing Menu,N BROADWAY & W ARDMORE AVE & N BROADWAY & W THORNDALE AVE,2018,13373.06,38832,N BROADWAY & W ARDMORE AVE,N BROADWAY & W THORNDALE AVE,,,41.98727345200007,-87.66017857699995,census,41.99000295600007,-87.66026299399994,census,,,,,,
4605,1,Concrete Alley Menu,N POINT ST & W FRANCIS PL & N CALIFORNIA AV & N CALIFORNIA AV,2007,75209.0,192,N POINT ST & W FRANCIS PL,N CALIFORNIA AV & W FRANCIS PL,,,41.9183868,-87.6953035,google,41.91814345000006,-87.69721781899995,census,,,,,,
4606,33,Alley Resurfacing Menu,W GRACE ST & N ELSTON AVE & N CHRISTIANA AVE & W GRACE ST,2013,15861.0,26811,N ELSTON AVE & W GRACE ST,N CHRISTIANA AVE & W GRACE ST,,,41.9501832,-87.7140402,google,41.95023421000008,-87.71158489599998,census,,,,,,
4607,46,Alley Resurface Menu,N MARINE DR & N CLARENDON AVE & N MARINE DR & W JUNIOR TR,2011,12635.0,36932,N MARINE DR & W JUNIOR TR,N CLARENDON AVE & W JUNIOR TR,,,41.96101152800003,-87.64682049099997,census,41.9609382,-87.6498825,google,,,,,,
4608,44,Alley Resurfacing Menu,W OAKDALE AVE & N CLARK ST & W WELLINGTON AVE & N CLARK ST,2013,15354.0,35547,N CLARK ST & W OAKDALE AVE,N CLARK ST & W WELLINGTON AVE,,,41.9355251,-87.6471058,google,41.9364253,-87.6478372,google,,,,,,
4609,32,Alley Resurface Menu,W FULLERTON AV & W MEDILL AV & RAILROAD TRACKS & N CLYBOURN AV,2008,20966.0,25860,N CLYBOURN AV & W FULLERTON AV,N CLYBOURN AV & W MEDILL AV,,,41.92513805300007,-87.66930774099995,census,41.92445065300007,-87.66834698799994,census,,,,,,
4610,1,Alley Speed Hump Menu,N DAMEN AV & W EVERGREEN AV & W SCHILLER ST & W EVERGREEN AV,2007,1000.0,185,N DAMEN AV & W EVERGREEN AV,N DAMEN AV & W SCHILLER ST,,,41.9060102,-87.6773251,google,41.9071411,-87.6773669,google,,,,,,
4611,49,Alley Speed Hump Menu,W TOUHY AV & W TOUHY AV & N ROGERS AV & N DAMEN AV,2008,500.0,39162,N ROGERS AV & W TOUHY AV,N DAMEN AV & W TOUHY AV,,,42.01249824500008,-87.68268190599997,census,42.0125419,-87.6802756,google,,,,,,
4612,49,Alley Speed Hump Menu,W TOUHY AV & W TOUHY AV & N ROGERS AV & N DAMEN AV,2008,500.0,39165,N ROGERS AV & W TOUHY AV,N DAMEN AV & W TOUHY AV,,,42.01249824500008,-87.68268190599997,census,42.0125419,-87.6802756,google,,,,,,
4613,30,Alley Speed Hump Menu,W BARRY AVE & N PULASKI RD & W BARRY AVE & N DAVLIN CT,2015,700.0,24389,N PULASKI RD & W BARRY AVE,N DAVLIN CT & W BARRY AVE,,,41.937270074000025,-87.72712980099999,census,41.93667915000003,-87.72491886299997,census,,,,,,
4614,35,Alley Speed Hump Menu,N KIMBALL AV & N KIMBALL AV & W WELLINGTON AV & N DAWSON AV,2007,1000.0,28191,N KIMBALL AV & W WELLINGTON AV,N DAWSON AV & W WELLINGTON AV,,,41.9356447,-87.7123766,google,41.9356691,-87.7106368,google,,,,,,
4615,35,Alley Speed Hump Menu,W BARRY AV & N ELBRIDGE AV & N DRAKE AV & N ELBRIDGE AV,2010,525.0,28375,N ELBRIDGE AV & W BARRY AV,N DRAKE AV & W BARRY AV,,,41.93743488900003,-87.71453951299998,census,41.93741478900006,-87.71610726999995,census,,,,,,
4616,35,Alley Speed Hump Menu,W HENDERSON ST & W SCHOOL ST & N DRAKE AV & DEAD END,2008,525.0,28261,N DRAKE AV & W HENDERSON ST,N DRAKE AV & W SCHOOL ST,,,41.94223865400005,-87.71436263799995,census,41.9410556,-87.7162279,google,,,,,,
4617,35,Alley Resurface Menu,W HENDERSON ST & W SCHOOL ST & DEAD END & N DRAKE AV,2009,9890.0,28338,N DRAKE AV & W HENDERSON ST,N DRAKE AV & W SCHOOL ST,,,41.94223865400005,-87.71436263799995,census,41.9410556,-87.7162279,google,,,,,,
4618,35,Alley Resurfacing Menu,W SCHOOL ST & W MELROSE ST & N DRAKE AVE & W SCHOOL ST,2019,46496.15,28744,N DRAKE AVE & W SCHOOL ST,N DRAKE AVE & W MELROSE ST,,,41.94106082700006,-87.71623188599995,census,41.94014831300007,-87.71620776699996,census,,,,,,
4619,49,Alley Speed Hump Menu,N SHERIDAN RD & W BIRCHWOOD AVE & N EASTLAKE TER & W BIRCHWOOD AVE,2015,700.0,39442,N SHERIDAN RD & W BIRCHWOOD AVE,N EASTLAKE TER & W BIRCHWOOD AVE,,,42.0181987,-87.665718,google,42.01823462500005,-87.66425474299996,census,,,,,,
4620,1,Alley Resurface Menu,W NORTH AV & N HONORE ST & N ELK GROVE AV & N ELK GROVE AV,2006,12160.0,98,N HONORE ST & W NORTH AV,N ELK GROVE AV & W NORTH AV,,,41.9105436,-87.6738036,google,41.91052576300007,-87.67501598099994,census,,,,,,
4621,33,Alley Resurfacing Menu,N FRANCISCO AVE & N ELSTON AVE & W BELMONT AVE & N ELSTON AVE,2015,13282.0,26880,N FRANCISCO AVE & W BELMONT AVE,N ELSTON AVE & W BELMONT AVE,,,41.93938051400005,-87.70027695299996,census,41.93939257400007,-87.69831926799998,census,,,,,,
4622,42,Alley Resurface Menu,N GARLAND CT & N GARLAND CT & W WASHINGTON & W MADISON ST,2010,16982.0,33763,N GARLAND CT & W WASHINGTON,N GARLAND CT & W MADISON ST,,,41.88322670800005,-87.62533821299996,census,41.882097120000026,-87.62533419299996,census,,,,,,
4623,43,Concrete Alley Menu,W BELDEN AVE & N LINCOLN AVE & N GENEVA TER & W BELDEN AVE,2022,120969.665,43103,N LINCOLN AVE & W BELDEN AVE,N GENEVA TER & W BELDEN AVE,,,41.9236602,-87.6462822,google,41.92370697400003,-87.64384577499999,census,,,,,,
4624,27,Alley Resurface Menu,N GREEN ST & W HUBBARD ST & W GRAND AV & DEAD END,2007,17606.0,21706,N GREEN ST & W HUBBARD ST,N GREEN ST & W GRAND AV,,,41.8900771,-87.6487674,google,41.8911768,-87.6488039,google,,,,,,
4625,43,Alley Resurface Menu,N BURLING ST & N HALSTED ST & W ARMITAGE AV & DEAD END,2008,15601.0,34478,N BURLING ST & W ARMITAGE AV,N HALSTED ST & W ARMITAGE AV,,,41.91819570800004,-87.64731091699997,census,41.9181777,-87.6485126,google,,,,,,
4626,40,Concrete Alley Menu,W GRANVILLE AV & DEAD END & N LEAVITT ST & N HAMILTON AV,2008,60000.0,32181,N LEAVITT ST & W GRANVILLE AV,N HAMILTON AV & W GRANVILLE AV,,,41.99417961900008,-87.68483254599994,census,41.9942035,-87.6835849,google,,,,,,
4627,30,Alley Resurfacing Menu,W ADDISON ST & N AVONDALE AVE & N HAMLIN AVE & N AVONDALE AVE,2020,14515.01,42175,N AVONDALE AVE & W ADDISON ST,N HAMLIN AVE & W ADDISON ST,,,41.94647561600004,-87.71976536699998,census,41.9464433,-87.7225033,google,,,,,,
4628,27,Alley Resurface Menu,N HARDING AV & W THOMAS ST & W DIVISION ST & W DIVISION ST,2008,34284.0,21776,N HARDING AV & W THOMAS ST,N HARDING AV & W DIVISION ST,,,41.90086195400005,-87.72502337999998,census,41.9026915,-87.7250752,google,,,,,,
